verse_key,tap,fr
GEN.34.16,Baana benu kuti baupua na baana betu ni baana betu kuti baupua na baana benu. Kabili kuti twaikala nenu ni kuba mutundu umo.,"Nous vous donnerons alors nos filles, et nous prendrons pour nous les vôtres; nous habiterons avec vous, et nous formerons un seul peuple."
GEN.34.17,"Inzi kine mwakaana kuteetua yando, tulikumutwama Dina ni kukuuka tukuuke pa eno nkendo.","Mais si vous ne voulez pas nous écouter et vous faire circoncire, nous prendrons notre fille, et nous nous en irons."
GEN.34.18,Hamori ni mwana wakue Sekemu baawamiinue na kako kaalandilue.,"Leurs paroles eurent lassentiment de Hamor et de Sichem, fils de Hamor."
GEN.34.19,"Ni pakako, mulumendo taakokwele kuteetua yando pantu waali wamutoneesie Dina. Sekemu waali wakindikilue sana mu lupua lwakue.","Le jeune homme ne tarda pas à faire la chose, car il aimait la fille de Jacob. Il était considéré de tous dans la maison de son père."
GEN.34.20,Hamori ni mwana wakue baile pa mulyango wa muzi ni kulanzyania ni bantu ba mu muzi wabo nangue.,"Hamor et Sichem, son fils, se rendirent à la porte de leur ville, et ils parlèrent ainsi aux gens de leur ville:."
GEN.34.21,"Emwe, baba bantu ni bantu ba mutende. Kansi baleke bekale pamo ni fwefue mu keno kyalo ni kusuluzia. Keno kyalo ni kikata kuti baikala. Baana betu kuti baupua na baana babo, ni baana babo kuti baupua na baana betu.","Ces hommes sont paisibles à notre égard; quils restent dans le pays, et quils y trafiquent; le pays est assez vaste pour eux. Nous prendrons pour femmes leurs filles, et nous leur donnerons nos filles."
GEN.34.22,Inzi tupalile sie kukita kintu kimo pakuti tuye twapwene nabo ni kuya twali mutundu umo. Balalume bonse mu lono lupua lwetu bapalile kuya bateetua yando.,"Mais ces hommes ne consentiront à habiter avec nous, pour former un seul peuple, quà la condition que tout mâle parmi nous soit circoncis, comme ils sont eux-mêmes circoncis."
GEN.34.23,"Fwe bonse kine twaitabizyania, twaakeekala nabo, ni bunonsi bwabo bonse pamo ni bisepe byabo byonse bya nama ni inge nama, byonse byaakaba byetu.","Leurs troupeaux, leurs biens et tout leur bétail, ne seront-ils pas à nous? Acceptons seulement leur condition, pour quils restent avec nous."
GEN.34.24,Bekazi bonse ba mu ozo muzi baitabiziizie bintu byaalandile Hamori ni mwana wakue Sekemu. Balalume bonse baateetelue yando.,"Tous ceux qui étaient venus à la porte de la ville écoutèrent Hamor et Sichem, son fils; et tous les mâles se firent circoncire, tous ceux qui étaient venus à la porte de la ville."
GEN.34.25,"Lupaapitile nsiku itatu bantu bakilimukukisua na bilonda bya yando i baateetelue, Simeoni ni Lawi bandumeze ba munda mumo ni Dina baatweme bipanga, baya kusakukila muzi mu kafiso ni kwipaya balalume bonse.","Le troisième jour, pendant quils étaient souffrants, les deux fils de Jacob, Siméon et Lévi, frères de Dina, prirent chacun leur épée, tombèrent sur la ville qui se croyait en sécurité, et tuèrent tous les mâles."
GEN.34.26,Hamori ni mwana wakue Sekemu ni bo kumo baipailue. Baamufumiizie Dina ku nghanda yakua Sekemu ni kuya nakue.,"Ils passèrent aussi au fil de lépée Hamor et Sichem, son fils; ils enlevèrent Dina de la maison de Sichem, et sortirent."
GEN.34.27,"Pa kyamba kya kwipaiwa kwa babo bantu, baana bena Yakobo baatweme bintu bya babo baipailue, pantu Sekemu waamupatikiizie Dina kukumana nakue.","Les fils de Jacob se jetèrent sur les morts, et pillèrent la ville, parce quon avait déshonoré leur sœur."
GEN.34.28,"Bintu bibaabatwamiine ni bebi: Mikooko, ni mbuzi, ni punda, pamo ni binge byaali byali mu muzi ni mu makaba.","Ils prirent leurs troupeaux, leurs bœufs et leurs ânes, ce qui était dans la ville et ce qui était dans les champs;."
GEN.34.29,"Kubalua nghanda baatwememo bunonsi bwabo bonse, ni baana babo bonse, ni bakazi babo bonse pamo ni bintu byonse bibaali nabio.","ils emmenèrent comme butin toutes leurs richesses, leurs enfants et leurs femmes, et tout ce qui se trouvait dans les maisons."
GEN.34.30,"Yakobo waamwanine Simeoni ni Lawi, Mwe baana bane, mone vimwakita! Evi mwanghingizia mu bwavia bukata ku bantu ba mu Kanaani ni ku bantu ba mu Perisi bekeele batuzyungulukiile. Evi bantu bonse bakaba kunsuula. Nene nsili na bantu bengi. Kine bakabe kukolonghana ni kwiza kunsakukila, bakaba kungipaya pamo ni bantu bane bonse.","Alors Jacob dit à Siméon et à Lévi: Vous me troublez, en me rendant odieux aux habitants du pays, aux Cananéens et aux Phérésiens. Je nai quun petit nombre dhommes; et ils se rassembleront contre moi, ils me frapperont, et je serai détruit, moi et ma maison."
GEN.34.31,"Inzi baana baalandile evi, Fwefue tetuvinda kulekelela nkazyetu kwalulua nga mukambue.",Ils répondirent: Traitera-t-on notre sœur comme une prostituée?.
GEN.35.1,"Leza waamwanine Yakobo nangue, Ale bwela uye wikale ku Beteli kunaakumonekeele lolia luwaamubutukile mukuluubo Esau. Koko i kwa kuti ukabe kuya kukuula nghanda yobe pamo ni kunkuulila kitale.","Dieu dit à Jacob: Lève-toi, monte à Béthel, et demeures-y; là, tu dresseras un autel au Dieu qui tapparut, lorsque tu fuyais Ésaü, ton frère."
GEN.35.2,"Yakobo wa-anine lupua lwakue pamo ni bantu ba-aali nakue nangue, Ale fumie baleza baeni pakati kenu, musambe ni kuvwala ngubo inge.","Jacob dit à sa maison et à tous ceux qui étaient avec lui: Otez les dieux étrangers qui sont au milieu de vous, purifiez-vous, et changez de vêtements."
GEN.35.3,"Mane tuye twaya ku Beteli, koko kunakaba kuya kumukuulila Leza kitale. Wene i Leza wanghunvwile mu maavia ane, ni waali pamo nane konse kunaali naya.","Nous nous lèverons, et nous monterons à Béthel; là, je dresserai un autel au Dieu qui ma exaucé dans le jour de ma détresse, et qui a été avec moi pendant le voyage que jai fait."
GEN.35.4,Baamupeele Yakobo baleza baeni bonse babaali nabo pamo ni ntimbi yabo. Yakobo waabuulile bebio byonse ni kubifiika mwinsina kimuti kya ku Sekemu.,"Ils donnèrent à Jacob tous les dieux étrangers qui étaient entre leurs mains, et les anneaux qui étaient à leurs oreilles. Jacob les enfouit sous le térébinthe qui est près de Sichem."
GEN.35.5,"Yakobo ni bantu bakue lubaali basyaya, bantu ba mu mizi yaali yabazyungulukiile baunvwile mwezo ukata. Kabili tekuli muntu waeziizie kukonka baana bena Yakobo.","Ensuite ils partirent. La terreur de Dieu se répandit sur les villes qui les entouraient, et lon ne poursuivit point les fils de Jacob."
GEN.35.6,"Evi, Yakobo waafikile ku Luzi mu kyalo kya Kanaani, wene pamo ni bantu bonse baali bali pamo nakue.","Jacob arriva, lui et tous ceux qui étaient avec lui, à Luz, qui est Béthel, dans le pays de Canaan."
GEN.35.7,"Pa ezio nkendo waakuulilepo kitale kyaali kyakuutua, Eli-Beteli. Papo Leza i pa-aamumwenekeele lu-aali wabutukile mukuluube Esau.","Il bâtit là un autel, et il appela ce lieu El-Béthel; car cest là que Dieu sétait révélé à lui lorsquil fuyait son frère."
GEN.35.8,"Ni Debora kalela wakua Rebeka waafwile ni kuziikua lya ku nkungulua ya Beteli, mwinsina kimuti kya Muterebinti. Kekio kimuti kyaakuutilue, Aloni-Bakuti.","Débora, nourrice de Rebecca, mourut; et elle fut enterrée au-dessous de Béthel, sous le chêne auquel on a donné le nom de chêne des pleurs."
GEN.35.9,Kabili Leza waamumonekeele Yakobo lu-aafumine ku Padani-Aramu ni kumupaala.,"Dieu apparut encore à Jacob, après son retour de Paddan-Aram, et il le bénit."
GEN.35.10,"Leza waamwanine evi, Liina lyobe uli Yakobo. Teukiya wakuutua Yakobo, inzi waya wasyakuutua Izraeli. Kupwako wamwinika Izraeli.","Dieu lui dit: Ton nom est Jacob; tu ne seras plus appelé Jacob, mais ton nom sera Israël. Et il lui donna le nom dIsraël."
GEN.35.11,"Leza waamwanine evi, Nene ndi Leza wa Maka onse. Sanduluka ni kuvula. Ntundu ni libumba lya ntundu ingi yaakafuma muli wewe, ni makolo aakafuma mu kitungu kyobe.","Dieu lui dit: Je suis le Dieu tout-puissant. Sois fécond, et multiplie: une nation et une multitude de nations naîtront de toi, et des rois sortiront de tes reins."
GEN.35.12,"Kyalo kinaamupeele Abrahamu ni Izaaki, naakakupeela wewe pamo ni nvyalo yobe.","Je te donnerai le pays que jai donné à Abraham et à Isaac, et je donnerai ce pays à ta postérité après toi."
GEN.35.13,"Kupwako, Leza wafumapo ni kumusia Yakobo penka papo pa-aalandile nakue.","Dieu séleva au-dessus de lui, dans le lieu où il lui avait parlé."
GEN.35.14,"Ni Yakobo waimikile lipumpu lya libue pa kifuka ki-aalanziiziwepo na Leza, ni kwitililapo ngelelo ya bya kumina, ni mafuta.","Et Jacob dressa un monument dans le lieu où Dieu lui avait parlé, un monument de pierres, sur lequel il fit une libation et versa de lhuile."
GEN.35.15,"Yakobo pa kelia kifuka ki-aalanziiziwepo na Leza, waapeenikile, Beteli.",Jacob donna le nom de Béthel au lieu où Dieu lui avait parlé.
GEN.35.16,"Baafumine ku Beteli. Lubaali basyafika ku Efura, misa ya luvyalo yaamukwete Rakeli. Waakisilue sana na misa ya luvyalo.","Ils partirent de Béthel; et il y avait encore une certaine distance jusquà Éphrata, lorsque Rachel accoucha. Elle eut un accouchement pénible;."
GEN.35.17,"Ozo musita misa ya luvyalo luyaakilile, kinghombe waamwanine evi, Tekutiina! Ulikuvyala ni unge mwana.","et pendant les douleurs de lenfantement, la sage-femme lui dit: Ne crains point, car tu as encore un fils!."
GEN.35.18,"Rakeli lu-aali wasyafua, , waasiile wainika mwana nangue ni Benoni. Inzi se waasyele kumwinika Benyamina.","Et comme elle allait rendre lâme, car elle était mourante, elle lui donna le nom de Ben-Oni; mais le père lappela Benjamin."
GEN.35.19,Rakeli lu-aafwile waaziikilue mu nzila ya kuya ku Efura. Linge liina lya ozo muzi ni Betlehemu.,"Rachel mourut, et elle fut enterrée sur le chemin dÉphrata, qui est Bethléhem."
GEN.35.20,Yakobo waimikile lipumpu lya libue lya kulangulukilako pa kilibu. Leli lipumpu lya libue ni lenu kumo lililyakuutua nangue kilibu kyakua Rakeli.,"Jacob éleva un monument sur son sépulcre; cest le monument du sépulcre de Rachel, qui existe encore aujourdhui."
GEN.35.21,Izraeli waile kwimika liema lyakue ku bunge bwala bwa lupungu lwa Ederi.,Israël partit; et il dressa sa tente au-delà de Migdal-Éder.
GEN.35.22,"Izraeli lu-aali wakiikeele mu kekio kyalo, Rubeni waaleele ni Biliha mukazi mwanike muka Izraeli. Izraeli waunvwile ezio mpunda. Baana bena Yakobo baali lyanondo ni babili.","Pendant quIsraël habitait cette contrée, Ruben alla coucher avec Bilha, concubine de son père. Et Israël lapprit. Les fils de Jacob étaient au nombre de douze."
GEN.35.23,"Baana bena Lea meena abo ni aza: Rubeni , ni Simeoni, ni Lawi, ni Yuda, ni Isakari pamo ni Zabuloni.","Fils de Léa: Ruben, premier-né de Jacob, Siméon, Lévi, Juda, Issacar et Zabulon."
GEN.35.24,Baana bena Rakeli meena abo ni aza: Yusufu ni Benyamina.,Fils de Rachel: Joseph et Benjamin.
GEN.35.25,Baana bena Biliha mubombi wakua Rakeli meena abo ni aza: Dani ni Nafutali.,"Fils de Bilha, servante de Rachel: Dan et Nephthali."
GEN.35.26,Baana bena Silipa mubombi wakua Lea meena abo ni aza: Gadi ni Aseri. Babo i baana bena Yakobo baavyaliilue ku Padani-Aramu.,"Fils de Zilpa, servante de Léa: Gad et Aser. Ce sont là les fils de Jacob, qui lui naquirent à Paddan-Aram."
GEN.35.27,"Yakobo waile kuli se Izaaki ku Mamure pepi ni Kiriati-Arba, i Hebroni, koko kwaali kwaikeele Abrahamu ni Izaaki.","Jacob arriva auprès dIsaac, son père, à Mamré, à Kirjath-Arba, qui est Hébron, où avaient séjourné Abraham et Isaac."
GEN.35.28,Izaaki waikeele pa kyalo myaka .,Les jours dIsaac furent de cent quatre-vingts ans.
GEN.35.29,"Izaaki waafwile ni kuya kwikala pamo ni bantu bakue wasyali mukote wa myaka ingi. Waaziikilue na baana bakue babili, Esau ni Yakobo.","Il expira et mourut, et il fut recueilli auprès de son peuple, âgé et rassasié de jours, et Ésaü et Jacob, ses fils, lenterrèrent."
GEN.36.1,Ezi i mpendua ya bantu ba mu lupua lwakua Esau. .,"Voici la postérité dÉsaü, qui est Édom."
GEN.36.2,"Esau waupile banakazi ba mu Kanaani: Ada mwana mwanakazi mwina Eloni Muhiti i waali mukazi wa mambo. Mukazi wa bubili waali wakuutua Oholibama mwana mwanakazi mwina Ana, mwinzikulu wakua Sibeoni Muhivi.","Ésaü prit ses femmes parmi les filles de Canaan: Ada, fille dÉlon, le Héthien; Oholibama, fille dAna, fille de Tsibeon, le Hévien;."
GEN.36.3,"Mukazi wa butatu waali wakuutua Basemati mwana mwanakazi mwina Isimaeli, ndumeze kwa Nebayoti.","et Basmath, fille dIsmaël, sœur de Nebajoth."
GEN.36.4,"Ada waavyele, Elifasi. Basemati waavyele, Rueli.",Ada enfanta à Ésaü Éliphaz; Basmath enfanta Réuel;.
GEN.36.5,Oholibama waavyele Yeusi ni Yalama pamo ni Kora. Babo bonse baana balalume i baana bena Esau baavyaliilue mu kyalo kya Kanaani.,"et Oholibama enfanta Jéusch, Jaelam et Koré. Ce sont là les fils dÉsaü, qui lui naquirent dans le pays de Canaan."
GEN.36.6,"Esau waatweme bakazi bakue pamo ni baana bakue balalume ni banakazi, pamo ni bantu bonse ba mu nghanda yakue, kabili waatweme biteekua byakue byonse ni bunonsi bonse bu-aanonkele mu kyalo kya Kanaani. Waamusiile mwalawakue Yakobo ni kuya kwikala ku kyalo kinge.","Ésaü prit ses femmes, ses fils et ses filles, toutes les personnes de sa maison, ses troupeaux, tout son bétail, et tout le bien quil avait acquis au pays de Canaan, et il sen alla dans un autre pays, loin de Jacob, son frère."
GEN.36.7,"Ba-aandilue kwikala pamo pantu bunonsi bwabo bwaali bwavulile, kabili mu kyalo kibailemo, temwaali nkendo pantu nama yabo yaali yavulile.","Car leurs richesses étaient trop considérables pour quils demeurassent ensemble, et la contrée où ils séjournaient ne pouvait plus leur suffire à cause de leurs troupeaux."
GEN.36.8,"Esau, i Edomu, waile kwikala ku kyalo kya mpili kya Seiri.","Ésaü sétablit dans la montagne de Séir. Ésaü, cest Édom."
GEN.36.9,Ezi i nvyalo yakua Esau kikolue wa Baedomu ba mu kyalo kya mpili kya Seiri.,"Voici la postérité dÉsaü, père dÉdom, dans la montagne de Séir."
GEN.36.10,Aza i meena a baana balalume bena Esau: Elifasi mwana mwalalume mwina Ada muka Esau. Rueli mwana mwalalume mwina Basemati muka Esau.,"Voici les noms des fils dÉsaü: Éliphaz, fils dAda, femme dÉsaü; Réuel, fils de Basmath, femme dÉsaü."
GEN.36.11,"Baana balalume bena Elifasi ni baba: Temani, ni Omari, ni Zefo, ni Gatamu pamo ni Kenasi.","Les fils dÉliphaz furent: Théman, Omar, Tsepho, Gaetham et Kenaz."
GEN.36.12,Timuna waali mukazi mwanike muka Elifasi mwana mwalalume mwina Esau. Timuna waamuvyaliile Elifasi mwana mwalalume liina lyakue Amaleki. Baba bonse i baana balalume bena Ada muka Esau.,"Et Thimna était la concubine dÉliphaz, fils dÉsaü: elle enfanta à Éliphaz Amalek. Ce sont là les fils dAda, femme dÉsaü."
GEN.36.13,"Baana balalume bena Rueli ni baba: Nahati, ni Zera, ni Sama, pamo ni Miza. Baba i baana balalume bena Basemati muka Esau.","Voici les fils de Réuel: Nahath, Zérach, Schamma et Mizza. Ce sont là les fils de Basmath, femme dÉsaü."
GEN.36.14,"Baana bena Esau baavyelue na Oholibama mwana mwanakazi mwina Ana, mwinzikulu wakua Zibeoni, baali baana batatu balalumenke. Ni meena abo ni aza: Yeusi, ni Yalamu pamo ni Kora.","Voici les fils dOholibama, fille dAna, fille de Tsibeon, femme dÉsaü: elle enfanta à Ésaü Jéusch, Jaelam et Koré."
GEN.36.15,"Baba i babikolue ba nvyalo yakua Esau. Baana bena Elifasi libeli wakua Esau, meena abo ni aza: Lisiiko Temani, ni Omari, ni Zefo, ni Kenasi.","Voici les chefs de tribus issues des fils dÉsaü. Voici les fils dÉliphaz, premier-né dÉsaü: le chef Théman, le chef Omar, le chef Tsepho, le chef Kenaz."
GEN.36.16,"ni Kora, ni Gatamu, pamo ni Amaleki. Baba i babikolue baafumine kuli Elifasi mu kyalo kya Edomu. Baba i baana balalume bena Ada.","le chef Koré, le chef Gaetham, le chef Amalek. Ce sont là les chefs issus dÉliphaz, dans le pays dÉdom. Ce sont les fils dAda."
GEN.36.17,"Baana balalume bena Rueli mwana mwalalume mwina Esau, meena abo ni aza: Lisiiko Nahati, ni Zera, ni Sama pamo ni Miza, baba i babikolue baafumine kuli Rueli mu kyalo kya Edomu. Baba i baana balalume bena Basemati muka Esau.","Voici les fils de Réuel, fils dÉsaü: le chef Nahath, le chef Zérach, le chef Schamma, le chef Mizza. Ce sont là les chefs issus de Réuel, dans le pays dÉdom. Ce sont là les fils de Basmath, femme dÉsaü."
GEN.36.18,"Baana balalume bena Oholibama muka Esau, meena abo ni aza: Lisiiko Yeusi, ni Yalamu pamo ni Kora, baba i babikolue baafumine kuli Oholibama mwana mwanakazi mwina Ana muka Esau.","Voici les fils dOholibama, femme dÉsaü: le chef Jéusch, le chef Jaelam, le chef Koré. Ce sont là les chefs issus dOholibama, fille dAna, femme dÉsaü."
GEN.36.19,"Babo bonse i baana balalume bena Esau, kabili i babikolue ba Baedomu.","Ce sont là les fils dÉsaü, et ce sont là leurs chefs de tribus. Ésaü, cest Édom."
GEN.36.20,"Baana balalume bena Seiri Muhori, bene kyalo, meena abo ni aza: Lotani, ni Sobali, ni Sibeoni, ni Ana.","Voici les fils de Séir, le Horien, anciens habitants du pays: Lothan, Schobal, Tsibeon, Ana."
GEN.36.21,"ni Disoni, ni Ezeri pamo ni Disani. Babo bantu i babikolue baafumine ku Bahori, baana balalume bena Seiri mu kyalo kya Edomu.","Dischon, Étser, et Dischan. Ce sont là les chefs des Horiens, fils de Séir, dans le pays dÉdom."
GEN.36.22,"Baana balalume bena Lotani, meena abo ni aza: Hori ni Hemamu. Lotani waali ni nkaziize liina lyakue Timuna.",Les fils de Lothan furent: Hori et Hémam. La sœur de Lothan fut Thimna.
