verse_key,shr,fr
GEN.41.19,"Enyuma lyaho, alà oku zindi nda zanyonyôka za mihorha, mbî-mbî zirhankalolwakwo kabirhi, zanali mporho-mporho; ntasâgibona enkafu mbî nka zirya omu cihugo ce Mîsiri coshi.","Sept autres vaches montèrent derrière elles, maigres, fort laides dapparence, et décharnées: je nen ai point vu daussi laides dans tout le pays dÉgypte."
GEN.41.20,"Zirya nkâfu mporho-mporho zamirangusa zirya nda ntanzi, zirya ntwedu.",Les vaches décharnées et laides mangèrent les sept premières vaches qui étaient grasses.
GEN.41.21,"Zabîre zamazimirangusa na ntâye wankamariyire oku zazimizire, bulyâla obubî bwâzo burhanzi bwo zanayorhîne. Aho nasinsimuka.","Elles les engloutirent dans leur ventre, sans quon saperçût quelles y fussent entrées; et leur apparence était laide comme auparavant. Et je méveillai."
GEN.41.22,"Nashubibona ecindi cilôrho: Mihuli nda yanaciyâna oku karhî kaguma, yali minjinjà enashomekîre.","Je vis encore en songe sept épis pleins et beaux, qui montèrent sur une même tige."
GEN.41.23,Kandi kwayâna yindi nda egokombire enababusire nempûsi yemwênè.,"Et sept épis vides, maigres, brûlés par le vent dorient, poussèrent après eux."
GEN.41.24,Erya mihuli egokombire yamirangusa erya yâbo mihuli nda yali minjà. Nashambâlira abashonga okwo ci ntâye wakumpugûlîre».,"Les épis maigres engloutirent les sept beaux épis. Je lai dit aux magiciens, mais personne ne ma donné lexplication."
GEN.41.25,"Yozefu abwîra Faraoni mwâmi we Mîsiri, erhi: «Ecilòrho ca Faraoni mwâmi we Mîsiri cinali ciguma. Nyamuzinda anamanyisize Faraoni mwâmi we Mîsiri omuhigo alâlire okujira.",Joseph dit à Pharaon: Ce qua songé Pharaon est une seule chose; Dieu a fait connaître à Pharaon ce quil va faire.
GEN.41.26,Ezo nkâfu nda nyinjà ziyerekîne myâka nda; nemihuii nda minjinjà nayo eyêrekîne myâka nda. Ciri cilôrho ciguma.,Les sept vaches belles sont sept années: et les sept épis beaux sont sept années: cest un seul songe.
GEN.41.27,"Enkafu nda mporho-mporho na mbî-mbî, zanyonyôkaga enyuma lyezâbo, ziyerekîne myâka nda kuguma neyo mihuli nda egokombire enababusire nempûsi yemwênè, kwo kuderha oku habâ myâka nda ya cizombo.","Les sept vaches décharnées et laides, qui montaient derrière les premières, sont sept années; et les sept épis vides, brûlés par le vent dorient, seront sept années de famine."
GEN.41.28,Kwo nshuba nabwîra Faraoni mwâmi we Mîsiri; Nyamuzinda anamanyisize Faraoni mwâmi we Mîsiri bici alâlire okujira:.,"Ainsi, comme je viens de le dire à Pharaon, Dieu a fait connaître à Pharaon ce quil va faire."
GEN.41.29,Alà oku hâyisha myâka nda yokubêrwa nokuluza ebiryo omu cihugo coshi ce Mîsiri.,"Voici, il y aura sept années de grande abondance dans tout le pays dÉgypte."
GEN.41.30,"Kandi hanakulikira myâka nda ya cizombo, banayibagira obwo buhirhi bwoshi omu Mîsiri, ishali lyanamalîra ecihugo.","Sept années de famine viendront après elles; et lon oubliera toute cette abondance au pays dÉgypte, et la famine consumera le pays."
GEN.41.31,"Barhacimanye ciru erhi obuhirhi bwàli omu cihugo; eco cizombo cinene cayisha omu cihugo cayiyibagiza, bulya cabâ cidârhi.",Cette famine qui suivra sera si forte quon ne sapercevra plus de labondance dans le pays.
GEN.41.32,"Nakabà eco cilôrho cayishìîre Faraoni mwâmi we Mîsiri kabirhi kuli kuderha oku Nyamuzinda bwenêne anahizire ntyo, noku arharhamikujire.","Si Pharaon a vu le songe se répéter une seconde fois, cest que la chose est arrêtée de la part de Dieu, et que Dieu se hâtera de lexécuter."
GEN.41.33,"Kukwânîne Faraoni mwâmi we Mîsiri alonze omuntu ogwêrhe oburhimanya namakengu, amujire murhambo omu cihugo ce Mîsiri.","Maintenant, que Pharaon choisisse un homme intelligent et sage, et quil le mette à la tête du pays dÉgypte."
GEN.41.34,"Faraoni mwâmi we Mîsiri, mwâmi we Mîsiri ajire anayimanze abarhindisi omu cihugo, arhegeke entûlo yecihimbi ca kasharhu cemburho zamasarûlwa omu cihugo ngasi mwâka muli eyo myâka yobuhirhi.","Que Pharaon établisse des commissaires sur le pays, pour lever un cinquième des récoltes de lÉgypte pendant les sept années dabondance."
GEN.41.35,"Babîke ebirîbwa muli eyi myâka minjà yobuhirhi yayisha. Faraoni mwâmi we Mîsiri arhegeke balundike engano, nomu ngasi lugo kwo nakwo, balundike ebirîbwa banabilange bwinjà.","Quils rassemblent tous les produits de ces bonnes années qui vont venir; quils fassent, sous lautorité de Pharaon, des amas de blé, des approvisionnements dans les villes, et quils en aient la garde."
GEN.41.36,"Ebyo biryo guligi muhako gwecihugo oku kulinga eyo myâka nda yecizombo yayisha omu cihugo ce Mîsiri, na ntyo ecihugo cirhacife necizombo».","Ces provisions seront en réserve pour le pays, pour les sept années de famine qui arriveront dans le pays dÉgypte, afin que le pays ne soit pas consumé par la famine."
GEN.41.37,Ako kanwa kàsîmîsa Faraoni mwâmi we Mîsiri bwenêne boshi nabarhambo bâge.,Ces paroles plurent à Pharaon et à tous ses serviteurs.
GEN.41.38,"Faraoni mwâmi we Mîsiri abwîra abambali, erhi: «Ka rhwankacibona owundi muntu olimwo omûka gwa Nyamuzinda aka oyu?».","Et Pharaon dit à ses serviteurs: Trouverions-nous un homme comme celui-ci, ayant en lui lesprit de Dieu?."
GEN.41.39,"Faraoni mwâmi we Mîsiri abwîra Yozefu, erhi: «Nkoku Nyamuzinda anakumanyisize ebi byoshi, ntà wundi muntu ogwêrhe oburhimanya namakengu oli okâwe.","Et Pharaon dit à Joseph: Puisque Dieu ta fait connaître toutes ces choses, il ny a personne qui soit aussi intelligent et aussi sage que toi."
GEN.41.40,"Wekola warhegeka akarhwabwâmi nolubaga lwâni lwoshi lwayumva irhegeko lyâwe, entebe yobwâmi yône nkulushire».","Je tétablis sur ma maison, et tout mon peuple obéira à tes ordres. Le trône seul mélèvera au-dessus de toi."
GEN.41.41,"Faraoni mwâmi we Mîsiri abwîra Yozefu, erhi: «Obwînage obwo oku namakuyimika murhambo omu cihugo ca Mîsiri coshi».","Pharaon dit à Joseph: Vois, je te donne le commandement de tout le pays dÉgypte."
GEN.41.42,"Faraoni mwâmi we Mîsiri anacihogola olugondo lwàli e kuboko kwâge oluhira ekuboko kwa Yozefu. Amuyambisa emishangi yecitâni, anamuyambisa omugufu gwamasholo omu igosi.","Pharaon ôta son anneau de la main, et le mit à la main de Joseph; il le revêtit dhabits de fin lin, et lui mit un collier dor au cou."
GEN.41.43,"Anacimushonesa oku ngâlè yâge yali ya kabirhi omu ngâlè zâge banajà bayâma embere zâge, mpu: «Mucîlange». Ntyo kwo Yozefu ayimisirwe omu cihugo ce Mîsiri coshi.",Il le fit monter sur le char qui suivait le sien; et lon criait devant lui: A genoux! Cest ainsi que Pharaon lui donna le commandement de tout le pays dÉgypte.
GEN.41.44,"Obwo Faraoni mwâmi we Mîsiri abwîra Yozefu, erhi: «Niono nie Faraoni mwâmi we Mîsiri, orhali we ntà wundi waderhaga mpu afunyûla okuboko erhi okugulu omu cihugo coshi ce Mîsiri».",Il dit encore à Joseph: Je suis Pharaon! Et sans toi personne ne lèvera la main ni le pied dans tout le pays dÉgypte.
GEN.41.45,"Faraoni mwâmi we Mîsiri ayîrika Yozefu izîno lya Safunati-Panea, amuhà nomukazi izîno lyâge ye Asinati mwâli wa Potifari, mudâhwa wa Oni. Yozefu akanya ajà arhangula ecihugo ce Mîsiri.","Pharaon appela Joseph du nom de Tsaphnath-Paenéach; et il lui donna pour femme Asnath, fille de Poti-Phéra, prêtre dOn. Et Joseph partit pour visiter le pays dÉgypte."
GEN.41.46,"Yozefu ali agwêrhe myâka makumi asharhu ago mango ajâga embere za Faraoni mwâmi we Mîsiri, mwâmi we Mîsiri. Anacirhenga omu masù ga Faraoni mwâmi we Mîsiri ajà agera omu cihugo ce Mîsiri coshi.","Joseph était âgé de trente ans lorsquil se présenta devant Pharaon, roi dÉgypte; et il quitta Pharaon, et parcourut tout le pays dÉgypte."
GEN.41.47,Ecihugo càyêra bwinjà bwenêne erya myâka nda yobuhirhi.,"Pendant les sept années de fertilité, la terre rapporta abondamment."
GEN.41.48,Yozefu akazilunda ebiryo muli eyo myâka nda yobuhirhi omu cihugo ce Mîsiri. Ajà alunda omu ngasi lugo lwanakâbîka ebiryo byomu mashwa galuli eburhambi.,"Joseph rassembla tous les produits de ces sept années dans le pays dÉgypte; il fit des approvisionnements dans les villes, mettant dans lintérieur de chaque ville les productions des champs dalentour."
GEN.41.49,"Yozefu alunda engano, yaluga nka mushenyi gwomu nyaja, ciru baleka okuganja erhi yamarhaluka ngasi lugero.","Joseph amassa du blé, comme le sable de la mer, en quantité si considérable que lon cessa de compter, parce quil ny avait plus de nombre."
GEN.41.50,"Embere omwâka murhanzi gwecizombo guyîshe erhi Yozefu akola agwêrhe bagala babirhi baburhagwa na Asinati mwâli wa Potifari, mudâhwa wa Oni.","Avant les années de famine, il naquit à Joseph deux fils, que lui enfanta Asnath, fille de Poti-Phéra, prêtre dOn."
GEN.41.51,"Enfula Yozefu ayiyîrika izîno lya Menashè, bulya, gwârhi yêne: «Nyamuzinda ampîre okuyibagira amalibûko gâni goshi nomulala gwa larha gwoshi».","Joseph donna au premier-né le nom de Manassé, car, dit-il, Dieu ma fait oublier toutes mes peines et toute la maison de mon père."
GEN.41.52,"Owa kabirhi amuyîrika izîno lya Efrayimu, erhi: «Bulya Nyamuzinda ampêrîre iburha omu cihugo nali narhindìbukira».","Et il donna au second le nom dÉphraïm, car, dit-il, Dieu ma rendu fécond dans le pays de mon affliction."
GEN.41.53,Erhi erya myâka nda yobuhirhi bwàli e Mîsiri egera.,Les sept années dabondance quil y eut au pays dÉgypte sécoulèrent.
GEN.41.54,"nayo erya myâka nda yecizombo yarhangira okuyisha nkoku Yozefu anababwîraga. Ecizombo càzûka omu bihugo byoshi, ci kwône omu cihugo ca Mîsiri mwoshi, ebiryo mwo byàli.","Et les sept années de famine commencèrent à venir, ainsi que Joseph lavait annoncé. Il y eut famine dans tous les pays; mais dans tout le pays dÉgypte il y avait du pain."
GEN.41.55,"Càzinda ecihugo ce Mîsiri naco càrhangira okuyumva ishali nolubaga lwalakira emunda Faraoni mwâmi we Mîsiri ali mpu aluhè eci lwalya. Obwo Faraoni mwâmi we Mîsiri anacibabwîra, erhi: «Mujè emunda Yozefu ali, mujire nkoku akanababwîra».","Quand tout le pays dÉgypte fut aussi affamé, le peuple cria à Pharaon pour avoir du pain. Pharaon dit à tous les Égyptiens: Allez vers Joseph, et faites ce quil vous dira."
GEN.41.56,Ishali lyâli lidârhabîre omu igulu lyoshi. Yozefu ahamûla enguli zalimwo engano zoshi aguliza Abanyamisiri engano; ci ishali nalyo lyanahangaza omu cihugo ce Mîsiri.,"La famine régnait dans tout le pays. Joseph ouvrit tous les lieux dapprovisionnements, et vendit du blé aux Égyptiens. La famine augmentait dans le pays dÉgypte."
GEN.41.57,Abantu bàkazirhenga omu bindi bihugo byoshi byigulu bakâyisha e Mîsiri baligulira Yozefu engano bulya ishali lyàli likalihire bwenêne omu igulu lyoshi.,"Et de tous les pays on arrivait en Égypte, pour acheter du blé auprès de Joseph; car la famine était forte dans tous les pays."
GEN.42.1,"Yakôbo erhi abona oku e Mîsiri eri engano yokugula, abwîra abanabâge, erhi: «Cirhumire muli aho mwakàlolanakwo kwônene?».","Jacob, voyant quil y avait du blé en Égypte, dit à ses fils: Pourquoi vous regardez-vous les uns les autres?."
GEN.42.2,Nayumvîrhe bambwîra oku e Mîsiri eri engano yokukaguza. Bungulukiragi yo ninyu mujigula kuli eyo ngano yeyo munda lyo rhulama rhulekifà.,"Il dit: Voici, japprends quil y a du blé en Égypte; descendez-y, pour nous en acheter là, afin que nous vivions et que nous ne mourions pas."
GEN.42.3,Bakulu ba Yozefu ikumi banacibunguluka bakola bajigula engano e Mîsiri.,"Dix frères de Joseph descendirent en Égypte, pour acheter du blé."
GEN.42.4,"Ci kwônene Benyamini, mulumuna wa Yozefu, Yakôbo arhamurhumaga haguma nabandi bulya akazâgiderha, erhi: «Kurhakwânîni ajekwo obuhanya».","Jacob nenvoya point avec eux Benjamin, frère de Joseph, dans la crainte quil ne lui arrivât quelque malheur."
GEN.42.5,Bene Israheli banaciyisha omu kalundo kabandi bakola bajagigula nabo engano bulya ecizombo càli cidârhi bwenêne omu cihugo ce Kanâni.,"Les fils dIsraël vinrent pour acheter du blé, au milieu de ceux qui venaient aussi; car la famine était dans le pays de Canaan."
GEN.42.6,"Yozefu erhi agwêrhe buhashe bunji omu cihugo, ye wakazâgiguliza olubaga lwoshi engano. Bene wâbo Yozefu bayisha, bafukamiriza embere zâge, obusù bwahwêra oku idaho.","Joseph commandait dans le pays; cest lui qui vendait du blé à tout le peuple du pays. Les frères de Joseph vinrent, et se prosternèrent devant lui la face contre terre."
GEN.42.7,"Yozefu erhi abona bakulu bâge, ayirukira abarhimanya, ci acîjira nka muntu orhayimbanwa nabo, abadôsa nobukali. Abadôsa, erhi: «Ngahi mwarhenga?» Nabo banacishuza mpu: «Rhwarhenga omu cihugo ce Kanâni rhuligula ebiryo».","Joseph vit ses frères et les reconnut; mais il feignit dêtre un étranger pour eux, il leur parla durement, et leur dit: Doù venez-vous? Ils répondirent: Du pays de Canaan, pour acheter des vivres."
GEN.42.8,"Ntyo, Yozefu amanyirira bakulu bâge ci bôhe barhamumanyiriraga.","Joseph reconnut ses frères, mais eux ne le reconnurent pas."
GEN.42.9,"Yozefu akengêra birya bilôrho alôrhaga kuli bo anacibabwîra, erhi: «Mwoyu muli ndolêrezi, muyishirihengûza ngahi ecihugo cîrhu cankarhungânirwa».","Joseph se souvint des songes quil avait eus à leur sujet, et il leur dit: Vous êtes des espions; cest pour observer les lieux faibles du pays que vous êtes venus."
GEN.42.10,"Banacilahira, mpu: «Nanga, nnâhamwîrhu. Bambali bâwe bayishaga mpu bagule ebiryo.","Ils lui répondirent: Non, mon seigneur, tes serviteurs sont venus pour acheter du blé."
GEN.42.11,"Rhweshi rhuli bagala ba mushamuka muguma, rhurhabêsha, bambali bâwe zirhali ndolêrezi».","Nous sommes tous fils dun même homme; nous sommes sincères, tes serviteurs ne sont pas des espions."
GEN.42.12,"Naye abashuza, erhi: «Nanga mulilola ngahi mwankarhungânira ecihugo».",Il leur dit: Nullement; cest pour observer les lieux faibles du pays que vous êtes venus.
GEN.42.13,"Bamushuza, mpu: «Bambali bâwe bali ikumi na babirhi, boshi balondana, boshi baburhwa nîshe muguma, ayûbaka omu cihugo ce Kanâni: Omuziba gwîrhu gwo gwasigire bo na larha, hali na muguma orhacihabà».","Ils répondirent: Nous, tes serviteurs, sommes douze frères, fils dun même homme au pays de Canaan; et voici, le plus jeune est aujourdhui avec notre père, et il y en a un qui nest plus."
GEN.42.14,"Yozefu ashubiza ababwîra, erhi: «Nkoku nanamubwîraga, muli ndolêrezi».","Joseph leur dit: Je viens de vous le dire, vous êtes des espions."
GEN.42.15,"Alagi eci mwanyerekamwo oku murhali zo: Ye ndahîre Faraoni mwâmi we Mîsiri , mukarhenga hano noyo mulumuna winyu arhaciyisha!.",Voici comment vous serez éprouvés. Par la vie de Pharaon! Vous ne sortirez point dici que votre jeune frère ne soit venu.
GEN.42.16,"Murhume muguma muli mwe agendilonza oyo mulumuna winyu; nabandi basigala bashwekwa. Rhwayeshûla ebinwa binyu nokwo kwammanyisa erhi okwo mudesire kwo kunali. «Nakabà arhali ntyo, ye ndahîre Faraoni mwâmi we Mîsiri, ntabè munali ndolêrezi»!.","Envoyez lun de vous pour chercher votre frère; et vous, restez prisonniers. Vos paroles seront éprouvées, et je saurai si la vérité est chez vous; sinon, par la vie de Pharaon! Vous êtes des espions."
GEN.42.17,Abahugira boshi omu mpamikwa nsiku isharhu.,Et il les mit ensemble trois jours en prison.
GEN.42.18,"Erhi kugera nsiku isharhu, Yozefu ababwîra, erhi: «Alagi oku mwajira lyo mulama, bulya niono ndi muntu orhînya Nyamuzinda:.","Le troisième jour, Joseph leur dit: Faites ceci, et vous vivrez. Je crains Dieu!."
GEN.42.19,"Akabà murhabêsha, mwene winyu muguma asigale hano omu mpamikwa; nabandi bagende, bahêkere emilala yinyu engano elagirîrekwo.","Si vous êtes sincères, que lun de vos frères reste enfermé dans votre prison; et vous, partez, emportez du blé pour nourrir vos familles."
GEN.42.20,"Mugendindêrhera oyo mulumuna winyu: na ntyo nanamanya erhi ebinwa binyu birahli bya bunywesi, na ntyo murhacife». Bajira kulya.","et amenez-moi votre jeune frère, afin que vos paroles soient éprouvées et que vous ne mouriez point. Et ils firent ainsi."
GEN.42.21,"Babwîrana bône na bône, mpu: «Amabî rhwajiriraga mulumuna wîrhu go garhudwîrhîre obu buhane, akazâgilaka erhi arhuhûna obwonjo, rhurhanamuyumvagya. Co cirhumire buno buhanya burhujakwo».","Ils se dirent alors lun à lautre: Oui, nous avons été coupables envers notre frère, car nous avons vu langoisse de son âme, quand il nous demandait grâce, et nous ne lavons point écouté! Cest pour cela que cette affliction nous arrive."
GEN.42.22,"Rubeni ababwîra, erhi: «Yâgi, ka ntamubwîraga nti murhahîraga mukajirira omwâna okubî? Murhananyumvagya, rhwono rhwadôsibwa omukò gwâge».","Ruben, prenant la parole, leur dit: Ne vous disais-je pas: Ne commettez point un crime envers cet enfant? Mais vous navez point écouté. Et voici, son sang est redemandé."
GEN.42.23,"Barhamanyaga oku Yozefu adwîrhe abayumva, bulya aha karhî kâge nabo hàli omubwîriza.","Ils ne savaient pas que Joseph comprenait, car il se servait avec eux dun interprète."
GEN.42.24,"Acîyêgûla kulibo, ajilaka. Oku bundi ashubira emunda bali, abaderheza; abarhôlamwo Simoni, amushwekêsa erhi banabona.","Il séloigna deux, pour pleurer. Il revint, et leur parla; puis il prit parmi eux Siméon, et le fit enchaîner sous leurs yeux."
GEN.42.25,"Yozefu arhegeka mpu babumbe enshoho zâbo ngano, mpu banahîre enfaranga za ngasi muguma, omu nshoho yâge, banabashanire olwîko lwenjira. Babajirira ntyo.","Joseph ordonna quon remplît de blé leurs sacs, quon remît largent de chacun dans son sac, et quon leur donnât des provisions pour la route. Et lon fit ainsi."
