fra	swc	swc_clean
Tout espoir abandonne celui qui entre ici.	Matumaini humuache yoyote anaye ingiya apa.	Matumaini humuache yoyote anaye ingiya apa.
Les chrétiens croient en Jésus-Christ.	Wa cristu wana mwamini Yesu-Ckristu.	Wa cristu wana mwamini Yesu-Ckristu.
Il attacha les vêtements ensemble avec une ficelle.	Alifunga manguo hizo pamoja na kamba.	Alifunga manguo hizo pamoja na kamba.
Le faucon attrapa une souris.	Faucon alikamata panya.	Faucon alikamata panya.
Voici l'ordre du jour définitif pour la réunion du 16 juin.	Hii ndjio ajenda ya mwisho ya mkutano wa Juni tarehe 16.	Hii ndjio ajenda ya mwisho ya mkutano wa Juni tarehe 16.
Sydney est la plus grande ville de l'Australie.	Sydney ni kijiji kubwa zaidi Australia.	Sydney ni kijiji kubwa zaidi Australia.
Cela ne te vient-il pas à l'esprit que c'est bizarre ?	Haufikiri kuwa hii ni mambo ya kushangaza?	Haufikiri kuwa hii ni mambo ya kushangaza?
Cette caisse est hors-service.	Mfuko huu hautumike.	Mfuko huu hautumike.
Ce conte nous est familier.	Hadithi hii inajulikana kwetu.	Hadithi hii inajulikana kwetu.
Je me sens assez à l'aise parmi des étrangers.	Ninasikiya kuwa na raha kabisa kati kati ya wageni.	Ninasikiya kuwa na raha kabisa kati kati ya wageni.
Nous avons capturé un de leurs espions.	Tulimufunga mumoja kati yawa pelelezi wabo.	Tulimufunga mumoja kati yawa pelelezi wabo.
Depuis qu'il y a la crise, la direction va jusqu'à rogner sur le papier hygiénique.	Tangu mgogoro huo uanze, uongozi umefikia hatua ya kukata pembe kwenye kartasi ya choo.	Tangu mgogoro huo uanze, uongozi umefikia hatua ya kukata pembe kwenye kartasi ya choo.
Veuillez suivre attentivement ces instructions.	Tafadhali fuata maagizo haya kwa uangalifu.	Tafadhali fuata maagizo haya kwa uangalifu.
La Suisse est le pays à l'est de la France.	Uswizi ni nchi iliyo mashariki mwa Ufaransa.	Uswizi ni nchi iliyo mashariki mwa Ufaransa.
Il nous fit signe de nous arrêter et de prendre un moment de repos.	Alitu signaler tusimame na kupumzika kidogo.	Alitu signaler tusimame na kupumzika kidogo.
N'hésite pas à célébrer ta défaite...en tant qu'hôte du vainqueur.	Usisite kusherekea kushindwa kwako ...kama wewe mwenye uliye chinda.	Usisite kusherekea kushindwa kwako ...kama wewe mwenye uliye chinda.
Quelle exécution remarquable !	Utimilizaji wa ajabu kabisa!	Utimilizaji wa ajabu kabisa!
Il tira une flèche sur le soldat.	Alimpiga ule askari mshale.	Alimpiga ule askari mshale.
"J'ai vu ""Star Wars"" deux fois."	Nimeona «Star Wars» mara mbili.	Nimeona «Star Wars» mara mbili.
Nous n'avons pas pu atteindre l'objectif initial.	Jhatukuweza fikiya lngo letu la mwisho.	Jhatukuweza fikiya lngo letu la mwisho.
Berthe ne va pas à l’école, n’est-ce pas ?	Berthe haendake shuleni, haiko vile?	Berthe haendake shuleni, haiko vile?
Tu as vu le fauteuil roulant de grand-père ?	Umeona kiti yama pneu ya tate wa mwanaume?	Umeona kiti yama pneu ya tate wa mwanaume?
Il se retourna contre la religion dans laquelle il avait été élevé.	Aligeuka dini ambayo iliyo mu leya.	Aligeuka dini ambayo iliyo mu leya.
Quelle étrange histoire !	Hadisi ya kushangaza!	Hadisi ya kushangaza!
Le lundi Madame Evans faisait la lessive pour les vêtements de toute la famille dans la baignoire.	Siku ya kwanza bibi Evans alifula nguo za familia nzima ndani ya bafu.	Siku ya kwanza bibi Evans alifula nguo za familia nzima ndani ya bafu.
Je n'ai jamais lu un roman aussi terrifiant que celui-ci.	Sijawahi kusoma roman ya kutisha kama hii.	Sijawahi kusoma roman ya kutisha kama hii.
Que tu viennes et dises maintenant cette sorte de chose équivaudrait à jeter de l'huile sur le feu.	Kwa weye kuya kusema aina hii ya kitu sasa itakuwa kama kuongeza mafuta ku moto.	Kwa weye kuya kusema aina hii ya kitu sasa itakuwa kama kuongeza mafuta ku moto.
Sa peau avait l'odeur de barbe à papa.	Ngozi yake ilinukia kama cake yenyi sukari.	Ngozi yake ilinukia kama cake yenyi sukari.
Si mon avion ne s'écrase pas, si je ne me fais pas enlever par des voleurs d'organes, je vous passe un coup de fil en début de semaine.	Ikiwa ndege yangu haitaanguka, ikiwa sitatekwa nyara na bamwizi ya viungo, nitakupigia simu mwanzoni mwa wiki.	Ikiwa ndege yangu haitaanguka, ikiwa sitatekwa nyara na bamwizi ya viungo, nitakupigia simu mwanzoni mwa wiki.
Ceux qui avaient l'intention de rester adoptèrent rapidement l'accent de l'île, tandis que ceux qui ne l'avaient pas ne le firent pas.	Bale benye balikusudia kuikala haraka balipokea accent kisiwa hicho, wakati wale ambao hawakufanya hivyo.	Bale benye balikusudia kuikala haraka balipokea accent kisiwa hicho, wakati wale ambao hawakufanya hivyo.
Avez-vous le nouvel album de Stevie Wonder ?	Je! Ukona Albamu mpya ya Stevie Wonder?	Je! Ukona Albamu mpya ya Stevie Wonder?
Il peut courir 100 mètres en douze secondes.	Anaweza kukimbia mita 100 mu sekunde kumi na mbili.	Anaweza kukimbia mita 100 mu sekunde kumi na mbili.
Les champs magnétiques sont invisibles.	Sehemu za sumaku hazionekani.	Sehemu za sumaku hazionekani.
Je ne savais pas que les bébés pouvaient avoir des opinions politiques.	Sikujua kama watoto wachanga wanaeza kuwa na maoni ya kisiasa.	Sikujua kama watoto wachanga wanaeza kuwa na maoni ya kisiasa.
La page à laquelle il se réfère n'existe plus.	Page yenye inahusu haiko tena.	Page yenye inahusu haiko tena.
Qui paie les violons donne le ton.	Mwenyi analipa violin huweka sauti.	Mwenyi analipa violin huweka sauti.
C'est gratuit pour les citoyens de l'union européenne.	Ni bure kwa raia wa jamuiya ya Ulaya.	Ni bure kwa raia wa jamuiya ya Ulaya.
Je songe à devenir sœur.	Ninafikiria kuwa bikira.	Ninafikiria kuwa bikira.
Supposons que tu deviennes très riche en jouant aux courses.	Tuseme ukuwe tajiri saa kwa kucheza chezo yaku kimbiya.	Tuseme ukuwe tajiri saa kwa kucheza chezo yaku kimbiya.
Fred s'éprit de Jane et commença à sortir avec elle.	Fred alimpenda Jane na kuanza kutoka naye.	Fred alimpenda Jane na kuanza kutoka naye.
Ils s'en furent en expédition pour le pôle Nord.	Waliendelea na safari kwenda Ncha ya Kaskazini.	Waliendelea na safari kwenda Ncha ya Kaskazini.
Un chien aboiera sur les étrangers.	Imbwa akafokeya bageni.	Imbwa akafokeya bageni.
Tom est un mutant.	Tom ni extra terrestre.	Tom ni extra terrestre.
Ils sont dans un laboratoire scientifique.	Biko ndani ya laboratoire ya sayansi.	Biko ndani ya laboratoire ya sayansi.
Cela montre que l'anglais n'est plus maintenant la langue des seuls habitants de l'Angleterre.	Hii inaonyesha kama Kiingereza sasa sio luga tena ya wakaaji wa pekee wa Uingereza.	Hii inaonyesha kama Kiingereza sasa sio luga tena ya wakaaji wa pekee wa Uingereza.
J'ai été piqué par une abeille.	Niliumwa na nyuki.	Niliumwa na nyuki.
Ce concept est assez étranger à notre façon de penser.	Wazo hili ni geni kabisa kwa njia yetu ya kufikiria.	Wazo hili ni geni kabisa kwa njia yetu ya kufikiria.
Si vous devez mille livres à votre banquier, vous êtes à sa merci, mais si vous lui devez un million de livres, il est à la vôtre.	Ikiwa unadaiwa benki yako pauni elfu moja, uko kwa utumwa mwake, lakini ikiwa unamdai pauni milioni, iko kwa utumwa wako.	Ikiwa unadaiwa benki yako pauni elfu moja, uko kwa utumwa mwake, lakini ikiwa unamdai pauni milioni, iko kwa utumwa wako.
C'est le maire qui va marier les deux jeunes personnes.	Ni meya ndiye atawaolewesha awa wa vijana wawili.	Ni meya ndiye atawaolewesha awa wa vijana wawili.
L'ambulance est tombée en panne au milieu de l'avenue.	Ambulensi iliharibikiya katikati ya barabara.	Ambulensi iliharibikiya katikati ya barabara.
Aujourd'hui, c'est notre jour de fermeture habituel.	Leo ni siku yetu ya kawaida ya kufunga.	Leo ni siku yetu ya kawaida ya kufunga.
Ainsi passe la gloire du monde.	Kwa hivyo utukufu wa ulimwengu unapita.	Kwa hivyo utukufu wa ulimwengu unapita.
Le corbeau a ouvert ses ailes.	Kunguru amefungua mabawa yake.	Kunguru amefungua mabawa yake.
Tout ce qui se trouvait sur la table commença à s'entrechoquer quand le tremblement de Terre arriva.	Kila kitu kwenye kilikuwa ku meza kilianza kugongana wakati tetemeko la ardhi lilipotokea.	Kila kitu kwenye kilikuwa ku meza kilianza kugongana wakati tetemeko la ardhi lilipotokea.
La cravate ne va pas avec mon costume.	Cravatte haiendi na suti yangu.	Cravatte haiendi na suti yangu.
On dit que l'ancienne chapelle est hantée.	Wanasema kwamba kanisa la zamani limetembelewa.	Wanasema kwamba kanisa la zamani limetembelewa.
On a sonné à la porte, c'est la bonne.	Tulipiga hodi ku mlango, ni mlango.	Tulipiga hodi ku mlango, ni mlango.
Tom est tanneur.	Tom ni mtengenea ngozi.	Tom ni mtengenea ngozi.
L'industrie familiale se porte bien.	Sekta ya familia inaendela vizuri.	Sekta ya familia inaendela vizuri.
En procédant lentement mais sûrement on est certain de gagner sur la durée.	Kwa kuendesha pole pole lakini kwa hakika, tuna hakika kupata zaidi ya muda.	Kwa kuendesha pole pole lakini kwa hakika, tuna hakika kupata zaidi ya muda.
Sur la flèche qui l'atteint l'oiseau reconnaît ses plumes.	Kwenye mshale unaofikia ndege tunatambua manyoya yake.	Kwenye mshale unaofikia ndege tunatambua manyoya yake.
Si vous voulez que quelque chose soit fait correctement, il suffit parfois de le faire soi-même.	Ikiwa unataka kitu kifanyike kwa muzuri, inaombaka saa yengine uifanye mwenyewe.	Ikiwa unataka kitu kifanyike kwa muzuri, inaombaka saa yengine uifanye mwenyewe.
Ne claque pas la porte.	Usigonge mlango.	Usigonge mlango.
De nombreuses personnes ont des problèmes de rhume des foins, actuellement.	Watu wengi wana shida ya homa siku hizi.	Watu wengi wana shida ya homa siku hizi.
Je souhaite ouvrir un compte courant.	Nataka kufungua akaunti ya sasa.	Nataka kufungua akaunti ya sasa.
La veille du festival, les gens sortent faire une promenade le long du fleuve.	Siku moja mbele ya sherehe, watu wanaenda inje kwa kutembea kando kando ya mto.	Siku moja mbele ya sherehe, watu wanaenda inje kwa kutembea kando kando ya mto.
Le sage maîtrise bien ses pas.	Mtu mwenye busara anajuwa vizuri hatua zake vizuri.	Mtu mwenye busara anajuwa vizuri hatua zake vizuri.
Je veux réduire le temps que prend le traitement des dossiers.	Ninataka kupunguza wakati uliochukuliwa kushughulikia dossier.	Ninataka kupunguza wakati uliochukuliwa kushughulikia dossier.
La sorcière jeta une malédiction sur la malheureuse petite fille.	Muchawi alimtupia laana msichana mudogo wa bahati mbaya.	Muchawi alimtupia laana msichana mudogo wa bahati mbaya.
Il pressa son oreille contre le mur.	Alishiritaa sikio kukibamabazi.	Alishiritaa sikio kukibamabazi.
C'est plus comme avant, tu sais.	haiko tena kama kama zamani, unajua.	haiko tena kama kama zamani, unajua.
Dean mange vraiment beaucoup, n'est-ce pas ?	Dean anakula sana, si vile?	Dean anakula sana, si vile?
Zéro, dix, cent, mille, un million, un milliard.	Sifuri, kumi, mia moja, elfu moja, milioni moja, bilioni moja.	Sifuri, kumi, mia moja, elfu moja, milioni moja, bilioni moja.
La lutte continue !	Mapambano yanaendelea!	Mapambano yanaendelea!
Le fer est plus dur que l'or.	Chuma iko ngufu kushinda zahabu.	Chuma iko ngufu kushinda zahabu.
Je peux vous aider à tracer la carte mais vous devez accomplir le périple par vous-même.	Ninaweza kukusaidia kupanga carte, lakini lazima ukamilishe safari yako mwenyewe.	Ninaweza kukusaidia kupanga carte, lakini lazima ukamilishe safari yako mwenyewe.
Il y était attaqué par les rebelles.	Huko alishambuliwa na waasi.	Huko alishambuliwa na waasi.
Comment oses-tu me parler sur ce ton ?	Juya nini unasubutu kuongea nami vile?	Juya nini unasubutu kuongea nami vile?
C'est une vue tout à fait grandiose.	Ni macho makubwa sana.	Ni macho makubwa sana.
J'ai dû voir Jacques.	Lazima nilimwona Jacques.	Lazima nilimwona Jacques.
Ils jettent des papiers à travers la pièce.	Wanatupa ma kartasi ndani ya chumba.	Wanatupa ma kartasi ndani ya chumba.
Donne-moi le seau qui contient de l'huile.	Nipe cachet yenye mafuta ndani.	Nipe cachet yenye mafuta ndani.
Il est gay.	Ni shoga.	Ni shoga.
Kate est folle du nouveau chanteur qui passe fréquemment à la télévision.	Kate iko na bazimu juu ya mwimbaji mpya ambaye pita kwenye TV.	Kate iko na bazimu juu ya mwimbaji mpya ambaye pita kwenye TV.
La fille à la porte est Lucy.	Msichana mwenye iko ku mulango ni Lucy.	Msichana mwenye iko ku mulango ni Lucy.
Si tu continues à ce rythme, tu échoueras sûrement.	Ikiwa utaendelea kwenda ku rythme hii, hakika utashindwa.	Ikiwa utaendelea kwenda ku rythme hii, hakika utashindwa.
Le pauvre enfant était né sourd-muet.	Mtoto masikini alizaliwa kiziwi na bubu.	Mtoto masikini alizaliwa kiziwi na bubu.
C'est pas génial ça ?	Haiko muzuri hiyo?	Haiko muzuri hiyo?
Ses travaux perdureront pendant des siècles.	Kazi yake itadumu kwa siècles nyingi.	Kazi yake itadumu kwa siècles nyingi.
De l'or avait été découvert en Californie.	Zahabu iligunduliwa Californie.	Zahabu iligunduliwa Californie.
Dépôt d'ordures interdit!	Uondoaji wa takataka marufuku!	Uondoaji wa takataka marufuku!
Un dragon est une créature imaginaire.	Dragon ni kiumbe kufikiriya.	Dragon ni kiumbe kufikiriya.
Alors planifiez-vous, toi et Hanna, de vous marier ?	Je! Weye na Hanna mnapanga kuoana?	Je! Weye na Hanna mnapanga kuoana?
Tom a touché le fond.	Tom ame kusa mwamba.	Tom ame kusa mwamba.
Quel est le nom de cette chaîne de montagnes?	Je! Jina la mulima hiyi ni nini?	Je! Jina la mulima hiyi ni nini?
Je pense qu'il va geler ce soir.	Nadhani itaganda busiku ya leo.	Nadhani itaganda busiku ya leo.
À peine avais-je raccroché le téléphone qu'il re-sonna.	Kiisha nilipokata simu ndjo alipiga tena.	Kiisha nilipokata simu ndjo alipiga tena.
Soyons francs.	Acha tuwe wakweli.	Acha tuwe wakweli.
Il pense qu'il y a un espion parmi nous.	Anazania kuna jasusi kati yetu.	Anazania kuna jasusi kati yetu.
C'est tellement de la connerie.	Hii ni mambo mbaya sana.	Hii ni mambo mbaya sana.
Une rivière s'écoule dans la vallée.	Mtoni inapita kati ya bonde.	Mtoni inapita kati ya bonde.
Tom est bel et bien tombé amoureux de Marie.	Tom amempenda sana Marie.	Tom amempenda sana Marie.
J'ai eu une vision.	Nilikuwa na maonyi.	Nilikuwa na maonyi.
Je suis à la moitié de ce roman policier.	Niko katikati ya hii roman ya ba polisi.	Niko katikati ya hii roman ya ba polisi.
J'achète une cassette.	Nina nunua mkanda.	Nina nunua mkanda.
Tom est un inspecteur.	Tom ni inspecteur.	Tom ni inspecteur.
À cette époque, l'Amérique n'était pas encore indépendante du Royaume-Uni.	Wakati hile, Amerika ilikuwa bado haijajitegemea kutoka Uingereza.	Wakati hile, Amerika ilikuwa bado haijajitegemea kutoka Uingereza.
Les pays se battent pour des OPH : l'or, le pétrole et la drogue.	Ma inchi zinapigana vita juu ya OPH: zahabu, petrole na dawa za kulevya.	Ma inchi zinapigana vita juu ya OPH: zahabu, petrole na dawa za kulevya.
Aujourd'hui je quitte le travail un peu plus tard, afin d'éviter d'être surchargé de travail demain matin.	Leo ninatoka kazini baadaye kidogo, ili kuepusha kuzidiwa kazi kesho asubuhi.	Leo ninatoka kazini baadaye kidogo, ili kuepusha kuzidiwa kazi kesho asubuhi.
Le bonheur n’est pas un objet à posséder, c’est une qualité de pensée, un état d’âme.	Furaha haiko kitu yaku kumilikiwa, ni qualité ya mawazo, hali ya akili.	Furaha haiko kitu yaku kumilikiwa, ni qualité ya mawazo, hali ya akili.
Sa Majesté a-t-elle bien dormie ?	Je! muheshimiwa alilala mizuri?	Je! muheshimiwa alilala mizuri?
Il a fait une campagne électorale réussie.	Alikuwa na mafanyikio katika kampeni za uchaguzi.	Alikuwa na mafanyikio katika kampeni za uchaguzi.
Nous avons vu une momie au musée.	Tuliona maiti ya zamani ndani ya musée.	Tuliona maiti ya zamani ndani ya musée.
Vous ne devez pas être vierge, n'est-ce pas ?	SI lazima uwe bikira, si vile?	SI lazima uwe bikira, si vile?
Cette cage est en fil de fer.	Hii cage inatengenezwa na kamba ya chuma.	Hii cage inatengenezwa na kamba ya chuma.
Il a réussi à obtenir l'ouverture de plusieurs comptes.	Aliweza kupata akaunti za mingi kufunguliwa.	Aliweza kupata akaunti za mingi kufunguliwa.
Les sorcières ne pleurent pas.	Wachawi hawa liyake.	Wachawi hawa liyake.
Les êtres humains sont des créatures émotionnelles, pour ainsi dire.	Wanadamu ni viumbe wa kihemko, kwa kusema vile.	Wanadamu ni viumbe wa kihemko, kwa kusema vile.
Les oiseaux volent vers le Sud.	Ndege zinaruka kusini.	Ndege zinaruka kusini.
Il n'y a pas de danger que cette lampe mette le feu aux rideaux.	Hakuna hatari ya taa hii kutiya moto ku rideau.	Hakuna hatari ya taa hii kutiya moto ku rideau.
Pourquoi y a-t-il une Miss Italie et pas de Mister Italie ?	Kwa nini kuna Miss Italy na hakuna Bwana Italia?	Kwa nini kuna Miss Italy na hakuna Bwana Italia?
Sa réponse fut contraire à nos attentes.	Jibu yake ilikuwa mbali namafikiri yetu.	Jibu yake ilikuwa mbali namafikiri yetu.
De nos jours, il est difficile de différencier les partis politiques.	Siku izi, iko nguvu ubadhilishe bikundi ya kisiasa.	Siku izi, iko nguvu ubadhilishe bikundi ya kisiasa.
L'ange noir déploya largement ses ailes toutes noires et s'envola dans le ciel.	Malaika wa ginza ali nungunika sa juu ya mabawa yake na akaruka zakoemawinguni.	Malaika wa ginza ali nungunika sa juu ya mabawa yake na akaruka zakoemawinguni.
Elle est violente maintenant. Ce serait mieux de l'éviter.	Yeye ni mkali sasa. Ingekuwa muzuri kuizuia.	Yeye ni mkali sasa. Ingekuwa muzuri kuizuia.
Quelle malencontreuse coïncidence !	Ni bahati mbaya kama na hii!	Ni bahati mbaya kama na hii!
Quand il est saoul, c'est un prêtre assez intéressant et il dit toutes sortes de choses.	Wakati amelewa ni padri mzuri wa kupendeza na anasema kila aina ya vitu.	Wakati amelewa ni padri mzuri wa kupendeza na anasema kila aina ya vitu.
Mac est aimé de tous.	Mark anapendewa na bote.	Mark anapendewa na bote.
Le patient ne se sentit pas mieux d'avoir pris les nouveaux médicaments.	Mgonjwa hakujisikia vizuri kutokana na kuchukua dawa mpya.	Mgonjwa hakujisikia vizuri kutokana na kuchukua dawa mpya.
Ce foutu ordinateur ne marche pas.	Kompyuta hii ya mubaya haifanyi kazi.	Kompyuta hii ya mubaya haifanyi kazi.
