fra	swc	swc_clean
Un vaisseau sanguin a éclaté à l'intérieur de son cerveau.	Chombo cha damu kimepasuka ndani ya ubongo wake.	Chombo cha damu kimepasuka ndani ya ubongo wake.
Le journal raconte qu'un lion s'est échappé du zoo et qu'il pourrait, à présent, être dans n'importe quelle partie de la ville.	Gazeti inaripoti kwamba simba ilitoroka kutoka kwenye zoo na kwamba sasa inaweza kuwa katika sehemu yote ile ya mugini.	Gazeti inaripoti kwamba simba ilitoroka kutoka kwenye zoo na kwamba sasa inaweza kuwa katika sehemu yote ile ya mugini.
Perdre son passeport dans un pays étranger est pire que de perdre ses bagages ou de se faire voler son portefeuille.	Kupoteza pasipoti yako mu nchi ya kigeni ni mubaya kuliko kupoteza muzigo wako au kuibiwa mukoba yako.	Kupoteza pasipoti yako mu nchi ya kigeni ni mubaya kuliko kupoteza muzigo wako au kuibiwa mukoba yako.
Plus le corps est petit, plus probablement la personne souffrira des effets néfastes de radiations.	Kadiri vile mwili iko mudogo, ndo vile mutu huyo atakavyopatwa na athari mbaya za mionzi.	Kadiri vile mwili iko mudogo, ndo vile mutu huyo atakavyopatwa na athari mbaya za mionzi.
Linda est devenue la nounou à temps plein des enfants de Dan.	Linda amekua mujumbe wa wakati yote kwa watoto wa Dan.	Linda amekua mujumbe wa wakati yote kwa watoto wa Dan.
Ma mère me crie dessus tout le temps sans raison.	Mama yangu ananipigia makelele saa yote bila sababu.	Mama yangu ananipigia makelele saa yote bila sababu.
Elle enveloppa le cadeau dans du papier de soie et mit un gros nœud rouge sur le dessus.	Alifunga zawadi hiyo kwenye karatasi ya tishu na kuweka upinde mukubwa wa nyekundu juu.	Alifunga zawadi hiyo kwenye karatasi ya tishu na kuweka upinde mukubwa wa nyekundu juu.
Tom n'a certainement rien fait qui mérite ce genre de punitions.	Kwa kweli Tom hayafanya kitu hata moya yenye inastahili adhabu ya namna hii.	Kwa kweli Tom hayafanya kitu hata moya yenye inastahili adhabu ya namna hii.
Les ardeurs du marié se refroidissaient quelques minutes avant le mariage.	Kifukuto ya bwana harusi iliruka dakika chache mbele ya harusi.	Kifukuto ya bwana harusi iliruka dakika chache mbele ya harusi.
Je vois Dana.	Na hona Dana	Na hona Dana
Il y a des cerisiers des deux côtés de la route.	Kuko miti ya cheri pande yote za balabala.	Kuko miti ya cheri pande yote za balabala.
Son absence donna cours à toutes sortes de rumeurs.	Kutokuwa kwake kulileta kila aina ya uvumi.	Kutokuwa kwake kulileta kila aina ya uvumi.
Le bonheur est un idéal de l'imagination et non de la raison.	Furaha ni bora ya mawazo na sio ya sababu.	Furaha ni bora ya mawazo na sio ya sababu.
La troisième étoile appartenait à un roi.	Nyota ya tatu ilikuwa ya mufalme.	Nyota ya tatu ilikuwa ya mufalme.
Mon estomac gargouille déjà.	Tumbo yangu ime hisha yala maji	Tumbo yangu ime hisha yala maji
Ils volèrent les chevaux et les bœufs.	Baliiba farasi na ng'ombe.	Baliiba farasi na ng'ombe.
Il nia avoir pris part au crime.	Alikatala kwamba akushiriki katika uhalifu.	Alikatala kwamba akushiriki katika uhalifu.
« T'as une clope ? » « Oui, mais je n'ai pas de briquet. »	«Uko na sigareti?» «Ndio, lakini sina alimeti.»	«Uko na sigareti?» «Ndio, lakini sina alimeti.»
Le jour suivant, le naufrage du bateau fut découvert sur la grève.	Siku ya kufuata, kuzama kwa mashua kulijulikana kwenye kandokando ya bahari.	Siku ya kufuata, kuzama kwa mashua kulijulikana kwenye kandokando ya bahari.
Thomas jeta ses vêtements dans le panier à linge sale.	Thomas alitupa manguo yake ndani ya kikapo ya manguo ya buchafu.	Thomas alitupa manguo yake ndani ya kikapo ya manguo ya buchafu.
Une petite sieste et hop, je suis frais comme un gardon.	Ka pumuziko kadogo na kutembeleana, mimi ni safi kama mende.	Ka pumuziko kadogo na kutembeleana, mimi ni safi kama mende.
Des détectives privés ont été embauchés pour examiner l'étrange affaire.	Wachunguzi wa kibinafsi wali ajiriwa kwa kuchunguza kesi hiyo ya kushangaza.	Wachunguzi wa kibinafsi wali ajiriwa kwa kuchunguza kesi hiyo ya kushangaza.
Allo, est-ce le service du personnel ?	Halo, hii ndio idara ya bafanyikazi?	Halo, hii ndio idara ya bafanyikazi?
Le roi était célèbre pour son splendide palais.	Mufalme alikuwa maarufu kwa nyumba yake ya kifalme.	Mufalme alikuwa maarufu kwa nyumba yake ya kifalme.
Tom parlait plus fort que d'habitude.	Tom aliongea zaidi kuliko kawaida.	Tom aliongea zaidi kuliko kawaida.
Tracy a perdu ses lunettes.	Tracy alipoteza miwani yake.	Tracy alipoteza miwani yake.
Il y a une alliance importante entre ces deux pays.	Kuna muungano wamuhimu kati ya hizi nchi mbili.	Kuna muungano wamuhimu kati ya hizi nchi mbili.
Si tu étais venu aujourd'hui, je t'aurais donné mille francs.	Kama ungalikuja leo, ningekupatia franga elfu moya.	Kama ungalikuja leo, ningekupatia franga elfu moya.
Je te remercie d'avance pour ton aide.	Na kushukuru mapema kwa musaada yako.	Na kushukuru mapema kwa musaada yako.
Le film s'est inspiré du roman éponyme.	Hiyo Filamu iliongozwa na roma yenye haijulikane.	Hiyo Filamu iliongozwa na roma yenye haijulikane.
Kent est un meneur-né.	Kent alizaliwa kiongozi.	Kent alizaliwa kiongozi.
Lorsqu'un médecin suit le cercueil d'un patient, c'est en fait parfois la cause qui suit l'effet.	Wakati daktari anafuata sanduku ya mugonjwa, wakati mwingine ni sababu inayofuata athari.	Wakati daktari anafuata sanduku ya mugonjwa, wakati mwingine ni sababu inayofuata athari.
Ne fais pas de cendres de cigarette sur le tapis.	Usitie majivu ya sigareti ku tapis.	Usitie majivu ya sigareti ku tapis.
Debbie! Est-ce que tu m'entends?	Debi! Unanisikia?	Debi! Unanisikia?
Nous avons mangé de la barbe-à-papa à la foire régionale.	Tulikula peremende za pamba kwenye soko ya mukoa.	Tulikula peremende za pamba kwenye soko ya mukoa.
Nous faisons un bœuf au club demain soir.	Tunatengeneza ng'ombe kwenye kilabu kesho jioni.	Tunatengeneza ng'ombe kwenye kilabu kesho jioni.
Elle a admis avoir de l'héroïne.	Alihitika kuwa na heroin.	Alihitika kuwa na heroin.
Comprenez bien que dans de telles circonstances, nous n'avons pas d'autres alternatives que de trouver un autre acheteur.	Tafazali elewa kwamba katika hali kama hizi hatuna njia ingine isopokuwa kupata muuzaji mwengine.	Tafazali elewa kwamba katika hali kama hizi hatuna njia ingine isopokuwa kupata muuzaji mwengine.
« Mince, ma batterie va me lâcher. » « Tu aurais dû la recharger pendant que tu dormais. »	«Mungu wee, batterie yangu initaka isha moto.» «Ungepashwa kui charger wakati ulikuwa nalala.»	«Mungu wee, batterie yangu initaka isha moto.» «Ungepashwa kui charger wakati ulikuwa nalala.»
Je mesure 1 m 58.	Minapimaka 1m58.	Minapimaka 1m58.
Des cris de joie éclatèrent.	Makelele ya furaha ili sikilika.	Makelele ya furaha ili sikilika.
Il est dangereux de se pencher au-dehors.	Ni hatari ku tumainia inje.	Ni hatari ku tumainia inje.
Samantha est arrivée.	Samantha alisha fika	Samantha alisha fika
C'est un engagement énorme.	Ni kujitolea sana.	Ni kujitolea sana.
Cette collection est riche en tableaux des maîtres hollandais.	Hii mukusanyiko ni tajiri ku foto za kuchora za watahalamu wa Uholanzi.	Hii mukusanyiko ni tajiri ku foto za kuchora za watahalamu wa Uholanzi.
L'énergie solaire ne menace pas l'environnement.	Nishati ya jua haitishie mazingira.	Nishati ya jua haitishie mazingira.
De retour à Shanghai je me fais des bonnes pâtes de riz sautées à la chair de crabe.	Nikirudi kule Shanghai naji tengenezeaka pasta nzuri ya kukalanga na nyama ya mapondo.	Nikirudi kule Shanghai naji tengenezeaka pasta nzuri ya kukalanga na nyama ya mapondo.
Je veux être photographe de la nature.	Nataka nikuwe mupiga picha wa asili.	Nataka nikuwe mupiga picha wa asili.
Et ils continueront à influencer le monde à travers l'excitation de leur littérature, de leur cinéma et de leur musique.	Na wataendelea kushawishi dunia kupitia musisimuko wa fasihi yao, sinema na muziki.	Na wataendelea kushawishi dunia kupitia musisimuko wa fasihi yao, sinema na muziki.
Cet outil est complètement inutile.	Iyi chombo haina maana kabisa.	Iyi chombo haina maana kabisa.
Elles ont accordé une interview au journaliste.	Waliitika mahojiano na mwandishi wa habari.	Waliitika mahojiano na mwandishi wa habari.
Mon épouse a donné naissance à un enfant lorsque nous étions très pauvres. Pendant qu'elle dormait, je cuisinai du riz et des légumes pendant plusieurs jours et je la surpris par la variété et le goût de ma cuisine.	Muke wangu alizaa mutoto wakati tulikuwa masikini sana. Wakati alikuwa analala, nilikuwa napiga mchele na légumes kwa siku mingi na nikamushangaza na aina na onjo ya chakula yenye minapiga.	Muke wangu alizaa mutoto wakati tulikuwa masikini sana. Wakati alikuwa analala, nilikuwa napiga mchele na légumes kwa siku mingi na nikamushangaza na aina na onjo ya chakula yenye minapiga.
Heureusement nous avons trouvé le chemin de la fuite.	Kwa bahati nzuri tulipata njia ya kutoroka.	Kwa bahati nzuri tulipata njia ya kutoroka.
Cette église fut détruite par un tir d'obus.	Hii kanisa iliharibiwa na moto wa bombe.	Hii kanisa iliharibiwa na moto wa bombe.
Il a repéré cinq fautes en autant de lignes.	Aliona makosa tano katika mistari mingi.	Aliona makosa tano katika mistari mingi.
Le verre est tombé par terre.	Kilahuli kilianguka chini.	Kilahuli kilianguka chini.
Tom est entré dans l'Église de Satan.	Tom aliingia mu Kanisa la Shetani.	Tom aliingia mu Kanisa la Shetani.
Bientôt, je ne pus voir que son cou, flotter au-dessus des vagues.	Muda mufupi, nikaona shingo yake ikiwa chini ya mawimbi.	Muda mufupi, nikaona shingo yake ikiwa chini ya mawimbi.
Je ne sais pas.	Siyuwi	Siyuwi
Le Japon se situe en Asie Orientale.	Japani iko katika Asie ya Mashariki.	Japani iko katika Asie ya Mashariki.
J'ai vu Andrea quand elle sortait de la maison.	Nilimwona Andrea wakati alikua anatoka ndani ya nyumba.	Nilimwona Andrea wakati alikua anatoka ndani ya nyumba.
J'avais neuf ans lorsque je demandai à ma mère si le Père Noël existait vraiment.	Nilikuwa na miaka kenda wakati nilimuuliza mama yangu kama baba Krismasi ana kuwaka kweli.	Nilikuwa na miaka kenda wakati nilimuuliza mama yangu kama baba Krismasi ana kuwaka kweli.
UN signifie Nations Unies.	UN ina maanisha Umoja wa Mataifa.	UN ina maanisha Umoja wa Mataifa.
Donald était le prénom de mon professeur d'anglais.	Donald ilikuwa jina ya kwanza ya mwalimu wangu wa Kiingereza.	Donald ilikuwa jina ya kwanza ya mwalimu wangu wa Kiingereza.
Marie était la seule fille à porter une jupe.	Maria alikuwa musichana wa kipekee kuvaa jupe.	Maria alikuwa musichana wa kipekee kuvaa jupe.
La porte restant verrouillée de l'intérieur, il ne pouvait rentrer dans la maison.	Mulango ulibaki umefungwa kwa ndani, asingeweza kuingia ndani ya nyumba.	Mulango ulibaki umefungwa kwa ndani, asingeweza kuingia ndani ya nyumba.
Conformément à votre demande, j'ai joint une photo récente au format passeport.	Kulingana na ombi yako, nime ambatanisha foto ya kisasa ya ukubwa wa kitambulisho ya usafiri	Kulingana na ombi yako, nime ambatanisha foto ya kisasa ya ukubwa wa kitambulisho ya usafiri
Ma sœur travaille à l'ambassade des États-Unis à Londres.	Dada yangu ana tumika kazi katika Ubalozi wa Marekani pale Londres.	Dada yangu ana tumika kazi katika Ubalozi wa Marekani pale Londres.
Les Nations Unies s'efforcent de maintenir la paix dans le monde.	Umoja wa Mataifa unajikaza kudumisha amani mu dunia.	Umoja wa Mataifa unajikaza kudumisha amani mu dunia.
Une nouvelle équipe fut formée afin de prendre part à la course de bateaux.	Timu mupya iliundwa kushiriki katika mbio za mashua.	Timu mupya iliundwa kushiriki katika mbio za mashua.
Je pensais le tenir dans un coin, mais il fit alors un mouvement inattendu et renversa complètement la situation en ma défaveur.	Nilifikiria kumukamata kwa kona, lakini kisha akafanya harakati yenye sikutarajia na akabadilisha kabisa hali zidi yangu.	Nilifikiria kumukamata kwa kona, lakini kisha akafanya harakati yenye sikutarajia na akabadilisha kabisa hali zidi yangu.
Le présent accord est produit en deux exemplaires signés par les deux parties.	Hii makubaliano ili tengenezwa kwa nakala mbili yenye ili sainiwa na pande zote mbili.	Hii makubaliano ili tengenezwa kwa nakala mbili yenye ili sainiwa na pande zote mbili.
Merde !	Ah shii!	Ah shii!
Souffle toutes les chandelles du gâteau de fête en même temps.	Puliza mishumaa yote ya gato ya sikukuu ku saa moya.	Puliza mishumaa yote ya gato ya sikukuu ku saa moya.
Le prince a été transformé par magie en une grenouille.	Mutoto wa mufalme amebadilishwa ki buchawi kuwa chura.	Mutoto wa mufalme amebadilishwa ki buchawi kuwa chura.
Un miracle est un évènement décrit par ceux à qui il a été raconté par des gens qui ne l'ont pas vu.	Muujiza ni kitendo kilicho elezewa na bale benye bameambiwa na batu benye habaku kiona.	Muujiza ni kitendo kilicho elezewa na bale benye bameambiwa na batu benye habaku kiona.
Veuillez rester assis jusqu'à ce que l'appareil atteigne la porte.	Tafazali kaa chini mpaka kifaa kifikie mulango.	Tafazali kaa chini mpaka kifaa kifikie mulango.
Cette excursion comprend chacune des cinq îles principales.	Hii safari inajumuisha kila kisiwa kwa bile bitano bikubwa.	Hii safari inajumuisha kila kisiwa kwa bile bitano bikubwa.
Le cargo de marchandises a quatre heures d'avance.	Mashua ya kubeba mizigo iko na masaa ine ya mapema.	Mashua ya kubeba mizigo iko na masaa ine ya mapema.
J'adore Ken le survivant !	Na mupenda Ken mwenye ali okolewa!	Na mupenda Ken mwenye ali okolewa!
Tom prétend avoir des pouvoirs psychiques.	Tom anajidai kuwa na nguvu za kimawazo.	Tom anajidai kuwa na nguvu za kimawazo.
Anne a un faible pour le chocolat.	Anne ana budhaifu ku shokola.	Anne ana budhaifu ku shokola.
Merci, monsieur, de votre gentillesse.	Asante, bwana, kwa ukarimu wako	Asante, bwana, kwa ukarimu wako
Toute personne a des devoirs envers la communauté, étant donné qu'elle ne peut développer pleinement et librement sa personnalité qu'à travers elle.	Kila mutu ana jukumu kwa jamii, kwa maana anaweza kukuza utu wake kikamilifu na kwa uhuru kupitia iyo jamii.	Kila mutu ana jukumu kwa jamii, kwa maana anaweza kukuza utu wake kikamilifu na kwa uhuru kupitia iyo jamii.
Les tortues pondent leurs œufs dans le sable.	Kobe wanakuwaka wana taga mayai yabo ku muchanga.	Kobe wanakuwaka wana taga mayai yabo ku muchanga.
Je sentis la tension monter entre nous.	Nili sikia muvutano uki panda kati yetu.	Nili sikia muvutano uki panda kati yetu.
Il a été trouvé coupable de tentative de meurtre pour avoir attaqué sa mère avec un couteau.	Alipatikana na hatia ya kujaribu mauaji kwa kushambulia mama yake na kisu.	Alipatikana na hatia ya kujaribu mauaji kwa kushambulia mama yake na kisu.
Le cerf dormait sur un lit de feuillages.	Kulungu alikua nalala ku kitanda ya mayani.	Kulungu alikua nalala ku kitanda ya mayani.
Sais-tu différencier l'argent de l'étain ?	Je! Unaweza kutofautisha kati ya pesa na mabati?	Je! Unaweza kutofautisha kati ya pesa na mabati?
Seuls les paranoïaques survivent.	Bagonjwa ya paranoïa tu njo bana ishi tena	Bagonjwa ya paranoïa tu njo bana ishi tena
S'il vous plait demandez à la secrétaire de stocker les fournitures de bureau à la réserve.	Tafazali muulize mu andishi aweke bifaa bya ofisi kando.	Tafazali muulize mu andishi aweke bifaa bya ofisi kando.
En signant ce contrat, je me suis engagé à travailler là-bas pendant 5 ans.	Kwa kusaini hii mukataba, nilijitolea kufanya kazi huko kwa miaka 5.	Kwa kusaini hii mukataba, nilijitolea kufanya kazi huko kwa miaka 5.
Les danseurs semblent délicats dans leurs robes blanches, mais ils sont en fait forts comme des chevaux.	Wacheza muziki wanaonekana maridadi katika mavazi yao nyeupe, lakini kwa kweli wana nguvu kama farasi.	Wacheza muziki wanaonekana maridadi katika mavazi yao nyeupe, lakini kwa kweli wana nguvu kama farasi.
Je vois à vos doigts que vous fumez.	Naona ku bidole yako kama unavutaka.	Naona ku bidole yako kama unavutaka.
Décidément, ça doit être dur pour vous. Comment faites-vous face à tout ça ?	Kwa kweli, lazima ikuwe ngumu kwako. Unafanya aje mbele ya hii yote?	Kwa kweli, lazima ikuwe ngumu kwako. Unafanya aje mbele ya hii yote?
Que t'apporte de détruire des preuves ! ? La chose à faire serait de contacter la police, n'est-ce pas ?	Ina ku faidisha nini kuharibu ushahidi! ? Kitu ya kufanya itakuwa kupigia polisi, si ndiyo?	Ina ku faidisha nini kuharibu ushahidi! ? Kitu ya kufanya itakuwa kupigia polisi, si ndiyo?
Les élèves rirent dans leur barbe en voyant que le professeur avait mis son pull à l'envers.	Wanafunzi walicheka katika ndevu zao wakati waliona kuwa mwalimu alikuwa amegeuza sweta yake ndani.	Wanafunzi walicheka katika ndevu zao wakati waliona kuwa mwalimu alikuwa amegeuza sweta yake ndani.
Par ici, je vous prie, Mademoiselle.	Pita apa, tafadhali, dada.	Pita apa, tafadhali, dada.
Le traité commercial doit fournir un terrain neutre sur lequel se concurrencer.	Mkataba wa biashara lazima upewe uwanja wazi sababu ya kushindana.	Mkataba wa biashara lazima upewe uwanja wazi sababu ya kushindana.
Quand le chat n'est pas là, les souris dansent.	Wakati pusi haiko, panya zinachezaka.	Wakati pusi haiko, panya zinachezaka.
Son rétablissement n'était ni plus ni moins qu'un miracle.	Kupona kwake haikuwa kitu ingine kama sio muujiza.	Kupona kwake haikuwa kitu ingine kama sio muujiza.
Vendez-vous des vêtements officiels ?	Je! Weye una uzisha manguo ya ki eshima?	Je! Weye una uzisha manguo ya ki eshima?
