verse_key,auh,fr
MAT.11.21,"Kalanda kuli webo Kolazine, na webo Betesaida! Ifisungusho fyakitikile muli mwebo afikitikila muli Turi na Sidoni nga kale balapile no kufwala amasaamu mwitoi!.","Malheur à toi, Chorazin! Malheur à toi, Bethsaïda! Car, si les miracles qui ont été faits au milieu de vous avaient été faits dans Tyr et dans Sidon, il y a longtemps quelles se seraient repenties, en prenant le sac et la cendre."
MAT.11.22,Nkokweba ati Lesa akalangulukilako abena Turi na bena Sidoni ukukila pali webo.,"Cest pourquoi je vous le dis: au jour du jugement, Tyr et Sidon seront traitées moins rigoureusement que vous."
MAT.11.23,"Na webo kapenamu, walyebele ati ukaitumpwila kwiulu? Ukesa kukulukila mu mukonko wamfwa. Ifisungusho fyakitikile muli webo afikitikilako mu Sodoma, nga epo akili na kali lelo.","Et toi, Capernaüm, seras-tu élevée jusquau ciel? Non. Tu seras abaissée jusquau séjour des morts; car, si les miracles qui ont été faits au milieu de toi avaient été faits dans Sodome, elle subsisterait encore aujourdhui."
MAT.11.24,"Ekyo wibushe ati, Lesa akalangulukilako abena Sodoma ukukilapo pali webo.","Cest pourquoi je vous le dis: au jour du jugement, le pays de Sodome sera traité moins rigoureusement que toi."
MAT.11.25,"Pali ilya nshita, Yesu alyebele ati, Namitasha Tata mwe Mfumu ya mwiulu na pesonde apo mwafishile fi fintu kubakukengela na bamano elo mwaisa kufisokolola ku baike.","En ce temps-là, Jésus prit la parole, et dit: Je te loue, Père, Seigneur du ciel et de la terre, de ce que tu as caché ces choses aux sages et aux intelligents, et de ce que tu les as révélées aux enfants."
MAT.11.26,Efyo Tata mwafwaile ati kibe.,"Oui, Père, je te loue de ce que tu las voulu ainsi."
MAT.11.27,Tata fyonse alimpeela. Takulipo awaishiba Umwana kano fye Wishi. Kabili tapalipo uwaishiba Wishi kano fye Umwana nabo Umwana asalilepo ukusokolwela.,"Toutes choses mont été données par mon Père, et personne ne connaît le Fils, si ce nest le Père; personne non plus ne connaît le Père, si ce nest le Fils et celui à qui le Fils veut le révéler."
MAT.11.28,Iseni mwense mwe banakile pa kusenda ifipe fya kulema nandi nkomileka mutuusheko.,"Venez à moi, vous tous qui êtes fatigués et chargés, et je vous donnerai du repos."
MAT.11.29,Musende ikoli lyangi no kusambilishiwa kuli nebo apo naliba uwakunakilila no kuikefya mu mutima elo mukosangapo ukutuusha.,"Prenez mon joug sur vous et recevez mes instructions, car je suis doux et humble de cœur; et vous trouverez du repos pour vos âmes."
MAT.11.30,"Pantu ikoli lyangi lyakwanguka, ne kipe kyangi kya kupepuka.","Car mon joug est doux, et mon fardeau léger."
MAT.12.1,"Ulo Yesu ali kupita mwibala lya ng'ano pa bushiku bwe Sabata, abasambi bakwe balyumfwile nsala, batampile ukutempula imitwi ya ng'ano bakolya.","En ce temps-là, Jésus traversa des champs de blé un jour de sabbat. Ses disciples, qui avaient faim, se mirent à arracher des épis et à manger."
MAT.12.2,"Abafalise pa kubone fyo, epakweba Yesu ati, Bona abasambi bobe bakokita ikyabindwa pa bushiku bwe Sabata.","Les pharisiens, voyant cela, lui dirent: Voici, tes disciples font ce quil nest pas permis de faire pendant le sabbat."
MAT.12.3,"Yesu naye alibasukile ati, Bushe tamwabelengapo ifyakitikile kuli Davidi pamo nabo alinabo ulo baumfwile nsala.","Mais Jésus leur répondit: Navez-vous pas lu ce que fit David, lorsquil eut faim, lui et ceux qui étaient avec lui;."
MAT.12.4,"Alingile mung'anda yakwa Lesa, elo balilepo umukate wali kupeelwa kuli Lesa, nangula kyalibindilwe ukulyako kano fye banshimapepo beka.","comment il entra dans la maison de Dieu, et mangea les pains de proposition, quil ne lui était pas permis de manger, non plus quà ceux qui étaient avec lui, et qui étaient réservés aux sacrificateurs seuls?."
MAT.12.5,"Nangu tamwabelengapo mu mafunde ukwebati banshimapepo mwi Tempele tabali kusunga ifunde, ukwakubulwa ukupelelwapo mulandu?.","Ou, navez-vous pas lu dans la loi que, les jours de sabbat, les sacrificateurs violent le sabbat dans le temple, sans se rendre coupables?."
MAT.12.6,Nkomyeba ati pano palipo uwakukila pe Tempele.,"Or, je vous le dis, il y a ici quelque chose de plus grand que le temple."
MAT.12.7,"Nga mwalishibile umwapilibwila ili lembo, Luse ulo mfwaya temalambo, ayii, nga teti mwebaule uwakaele.","Si vous saviez ce que signifie: Je prends plaisir à la miséricorde, et non aux sacrifices, vous nauriez pas condamné des innocents."
MAT.12.8,Pantu Umwana wa Muntu e Mfumu ye Sabata.,Car le Fils de lhomme est maître du sabbat.
MAT.12.9,Yesu pa kufuma palya alingile mu Sinagoge.,"Étant parti de là, Jésus entra dans la synagogue."
MAT.12.10,"Epakusangamo muntu wa kisansa kyakulemana. Mwalipo na bali kufwailisha apo bengamusangila no mulandu. Elo bamwipwishe ati, Bushe kyalisuminishiwa ukuposha umuntu pe Sabata.","Et voici, il sy trouvait un homme qui avait la main sèche. Ils demandèrent à Jésus: Est-il permis de faire une guérison les jours de sabbat? Cétait afin de pouvoir laccuser."
MAT.12.11,"Naye Yesu alibasukile ati, Nga kyakwebati imbelele ya umo pali mwebo yalobela mu kilindi pe Sabata, ninshi talina kuifumyamo?.","Il leur répondit: Lequel dentre vous, sil na quune brebis et quelle tombe dans une fosse le jour du sabbat, ne la saisira pour len retirer?."
MAT.12.12,Umuntu wa mutengo ukukilapo na pa mbelele! Ekyo kyansambu ukukita ikyabune pe Sabata.,Combien un homme ne vaut-il pas plus quune brebis! Il est donc permis de faire du bien les jours de sabbat.
MAT.12.13,"Yesu epakweba uwali ne kisansa kya kulemana ati, Fungulula ukuboko kobe. Naye pa kufungulula abona kwapola, kwaba bwino nge fyali ukunakwe.","Alors il dit à lhomme: Étends ta main. Il létendit, et elle devint saine comme lautre."
MAT.12.14,Elo Abafalise pa kufumapo baya kupingana ifyo Yesu bangamwipaya.,"Les pharisiens sortirent, et ils se consultèrent sur les moyens de le faire périr."
MAT.12.15,"Ulo Yesu aumfwile amapinge yabo ayakumwipaya, epakufumapo, na bantu abakuti ubwingi balimukonkele. Naye alibaposeshe bonse abali kulwala.","Mais Jésus, layant su, séloigna de ce lieu. Une grande foule le suivit. Il guérit tous les malades."
MAT.12.16,Kabili alibebekeshe ukwebati bemusokolola ku bantu bambi.,et il leur recommanda sévèrement de ne pas le faire connaître.
MAT.12.17,Akitile ikyo mu kukonka nefyo kasesema Isaya aebele ati:.,"afin que saccomplît ce qui avait été annoncé par Ésaïe, le prophète:."
MAT.12.18,"Uyu e mubomfi wangi uo nasalile, uyo natemwa, kabili ni muli uyo emombekelwa. Nkamutumina Umupashi wangi, kabili akesa kubila ubupingushi bwangi ku mishobo.","Voici mon serviteur que jai choisi, Mon bien-aimé en qui mon âme a pris plaisir. Je mettrai mon Esprit sur lui, Et il annoncera la justice aux nations."
MAT.12.19,"Tale kupansana nangula kule kupunda, nangu ukupundisha mu misebo.","Il ne contestera point, il ne criera point, Et personne nentendra sa voix dans les rues."
MAT.12.20,"Takafune itete lya kupompoka, nangula ukushimya ulukuni ulutakomota mulilo. Alino kushipikisha mpaka fye akaletepo mulinganya ku kukimfya.","Il ne brisera point le roseau cassé, Et il néteindra point le lumignon qui fume, Jusquà ce quil ait fait triompher la justice."
MAT.12.21,Ni muli uyo emo bonse bakesa kusubila.,Et les nations espéreront en son nom.
MAT.12.22,"Elo baletele umuntu umo kuli Yesu, uwali mpofu, kabili ali ni kibulu pantu ali ne fibanda. Yesu pa kumuposha, elo ulya muntu epakutampa ukulanda no kubona pa kashita kamo kene.","Alors on lui amena un démoniaque aveugle et muet, et il le guérit, de sorte que le muet parlait et voyait."
MAT.12.23,"Amabumba yalisungukile pa fyo klistu akitile, bakoebana ati, Bushe uyu tali ni mwana Davidi.",Toute la foule étonnée disait: Nest-ce point là le Fils de David?.
MAT.12.24,"Abafalise pa kumfwe fyo balyasukile ati, Atamfya ifibanda pantu ikibanda kikulu, Beelesebu ekimupeela maka yakubomba ifyo.","Les pharisiens, ayant entendu cela, dirent: Cet homme ne chasse les démons que par Béelzébul, prince des démons."
MAT.12.25,"Yesu alishibile fyo bali kutontonkanya, epakubeba ati, Ubufumu bonse umuli ukutakana teti bwimakane. Elo umusumba onse nangula ing'anda yonse iilwisha iyine ikapashinkana.","Comme Jésus connaissait leurs pensées, il leur dit: Tout royaume divisé contre lui-même est dévasté, et toute ville ou maison divisée contre elle-même ne peut subsister."
MAT.12.26,"Ekyo Satana nga atamfya Satana ninshi akoilwisha umwine, no bufumu bwakwe teti bwimakane!.","Si Satan chasse Satan, il est divisé contre lui-même; comment donc son royaume subsistera-t-il?."
MAT.12.27,"Mungeba ati ntamfisha ifibanda ku maka yakwa Beelesebu, nga bantu benu baitamfisha ku maka yakwa nani? Ekyo abantu benu bene ebakomishinika.","Et si moi, je chasse les démons par Béelzébul, vos fils, par qui les chassent-ils? Cest pourquoi ils seront eux-mêmes vos juges."
MAT.12.28,"Tekumaka yakwa Beelesebu, ni ku maka ya Mupashi wakwa Lesa pa kumilangilila ati Ubufumu bwakwa Lesa bulishile pali mwebo.","Mais, si cest par lEsprit de Dieu que je chasse les démons, le royaume de Dieu est donc venu vers vous."
MAT.12.29,"Takulipo muntu ungengila mung'anda ya wa maka, no kutapa ifipe fyakwe kano ngale amukaka.","Ou, comment quelquun peut-il entrer dans la maison dun homme fort et piller ses biens, sans avoir auparavant lié cet homme fort? Alors seulement il pillera sa maison."
MAT.12.30,"Onse uutali na nebo ninshi mulwani wangi, uuta kolonganya pamo na nebo, ninshi eukopalanganya.","Celui qui nest pas avec moi est contre moi, et celui qui nassemble pas avec moi disperse."
MAT.12.31,"Ekyo nkomyeba ati, imembu shonse isho abantu bengakita kuti shaelelwa, nomba fye uwapontela Mupashi wa Mushilo ena teti elelwe.","Cest pourquoi je vous dis: Tout péché et tout blasphème sera pardonné aux hommes, mais le blasphème contre lEsprit ne sera point pardonné."
MAT.12.32,"Onse uwalanda ikyabubi pa Mwana wa Muntu, kuti aelelwa, nomba uwapontela Mupashi wa Mushilo teti elelwe, munkulo ino nangu iikesa kuntanshi.","Quiconque parlera contre le Fils de lhomme, il lui sera pardonné; mais quiconque parlera contre le Saint-Esprit, il ne lui sera pardonné ni dans ce siècle ni dans le siècle à venir."
MAT.12.33,"Pa kukwatapo ikisabo kyabune, kano pa bapo ikimuti kya bune, ikimuti nga kyabubi, ne fisabo nafyo ninshi fyabubi. Ikimuti kishibikilwa ku fisabo fyakiko.","Ou dites que larbre est bon et que son fruit est bon, ou dites que larbre est mauvais et que son fruit est mauvais; car on connaît larbre par le fruit."
MAT.12.34,"Mwe bana bamafolo mwe, kuti mwalanda ifya bune mwe mbifi? Pantu akanwa kalanda ifyaisula mu mutima.","Races de vipères, comment pourriez-vous dire de bonnes chose, méchants comme vous lêtes? Car cest de labondance du cœur que la bouche parle."
MAT.12.35,"Umuntu wa bune afumya ifya bune mukipao kya bune, imbifi nayo ifumya ifyabubi mukipao kyabubifi.","Lhomme bon tire de bonnes choses de son bon trésor, et lhomme méchant tire de mauvaises choses de son mauvais trésor."
MAT.12.36,"Nkomyeba ati, umuntu onse pa bushiku bwa bupingushi akesa kupingulwa pe shiwi lonse basosele ili taba na buyo.","Je vous le dis: au jour du jugement, les hommes rendront compte de toute parole vaine quils auront proférée."
MAT.12.37,Amashiwi yenu yene ya kesa ku bomfeshiwa pa ku bona nga muli ba mulandu nangula tefyo.,"Car par tes paroles tu seras justifié, et par tes paroles tu seras condamné."
MAT.12.38,"Bakafundisha bamafunde bamo pamo na Bafalise baebele Yesu ati, Tukofwaya ukubonapo ikishibilo kuli webo kasambilisha.","Alors quelques-uns des scribes et des pharisiens prirent la parole, et dirent: Maître, nous voudrions te voir faire un miracle."
MAT.12.39,"Naye alibasukile ati, Inkulo ya bubifi, kabili iya bukende ikofwaye kishibilo, nomba taya kakibonepo kano fye ikishibilo kyakwa kasesema Yona.",Il leur répondit: Une génération méchante et adultère demande un miracle; il ne lui sera donné dautre miracle que celui du prophète Jonas.
MAT.12.40,Nga filya Yona ali munda ya kisabi pa nshiku shitatu akasuba no bushiku efyo no Mwana wa Muntu akesa kuba mu mushili pa nshiku shitatu akasuba no bushiku.,"Car, de même que Jonas fut trois jours et trois nuits dans le ventre dun grand poisson, de même le Fils de lhomme sera trois jours et trois nuits dans le sein de la terre."
MAT.12.41,"Pa bushiku bwa bupingushi, abena Ninefe bakesa kupingula inkulo ino, pantu bali lapile pa kumfwa imbila yakwa Yona. Nomba nkomyeba ati uwakukilapo pali Yona ali pano.","Les hommes de Ninive se lèveront, au jour du jugement, avec cette génération et la condamneront, parce quils se repentirent à la prédication de Jonas; et voici, il y a ici plus que Jonas."
MAT.12.42,"Kabili pa bushiku bwa bupingushi, Namfumu wa ku Sheba naye akesa kupingula mwebo pantu alyendele ukufuma ku kyalo kwakwe ukwisa kumfwa ku mano yakwa Solomoni. Nomba uwakukilapo pali Solomoni ali pano.","La reine du Midi se lèvera, au jour du jugement, avec cette génération et la condamnera, parce quelle vint des extrémités de la terre pour entendre la sagesse de Salomon, et voici, il y a ici plus que Salomon."
MAT.12.43,"Ulo umupashi wabubi nga wafuma mu muntu, uya ukosabanta mu nkende yakuuma ukufwaya apakutushisha, elo nga taupasangile.","Lorsque lesprit impur est sorti dun homme, il va par des lieux arides, cherchant du repos, et il nen trouve point."
MAT.12.44,"ukalanda ati, Nkobwekelemo ku ng'anda uko nali kwikala. Epakuyasanga ili pyangilwe tamulipo kintu muliweme.","Alors il dit: Je retournerai dans ma maison doù je suis sorti; et, quand il arrive, il la trouve vide, balayée et ornée."
MAT.12.45,Elo waya kusendapo imipashi yabubi inakwe kine lubali iya kubipa ukukilapo elo yonse yaisa kwikalamo. Nomba umubelo wa ulya muntu kwisa kubipilako ukukila pafyo ali kale. Efikaba ne nkulo ino iya bubifi.,"Il sen va, et il prend avec lui sept autres esprits plus méchants que lui; ils entrent dans la maison, sy établissent, et la dernière condition de cet homme est pire que la première. Il en sera de même pour cette génération méchante."
MAT.12.46,"Ulo Yesu ali kulanda kwi bumba lya bantu, nyina na bawabo lyakwa Yesu balishile kwimakana panse, ukufwaya ukwambaula nakwe.","Comme Jésus sadressait encore à la foule, voici, sa mère et ses frères, qui étaient dehors, cherchèrent à lui parler."
MAT.12.47,"Umo pali balya alyebele Yesu ati, Banoko na bawenu bemakene panse bakofwaya ukwambaula na webo.","Quelquun lui dit: Voici, ta mère et tes frères sont dehors, et ils cherchent à te parler."
MAT.12.48,"Yesu alibasukile ati, Nga bamayo nangula bawesu ni banani.","Mais Jésus répondit à celui qui le lui disait: Qui est ma mère, et qui sont mes frères?."
MAT.12.49,"Epakusonta ku basambi bakwe ati, Aba e bamayo na bawesu.","Puis, étendant la main sur ses disciples, il dit: Voici ma mère et mes frères."
MAT.12.50,Uyo onse ukita ukufwaya kwakwa Tata wa mwiulu e wesu ne nkashi yangi na mayo.,"Car, quiconque fait la volonté de mon Père qui est dans les cieux, celui-là est mon frère, et ma sœur, et ma mère."
MAT.13.1,"Pali bulya bwine bushiku, Yesu alifumine mung'anda ukuya kwikala mu mukulo wa bemba.","Ce même jour, Jésus sortit de la maison, et sassit au bord de la mer."
MAT.13.2,Ibumba ilikulu lyali kolongene ikyakwebati Yesu apateme mu bwange elo nomba abantu bena balishele ku mulundu.,"Une grande foule sétant assemblée auprès de lui, il monta dans une barque, et il sassit. Toute la foule se tenait sur le rivage."
MAT.13.3,"Ali kubomfye milumbe pa ku basambilisha ifintu ifingi. Alyebele ati, Umuntu umo alile mu kukusa imbuto.","Il leur parla en paraboles sur beaucoup de choses, et il dit:."
MAT.13.4,"Ulo ali kukusa, shimbi shaliponene mu nshila, ne fyuni fyalishile no kukibaula.","Un semeur sortit pour semer. Comme il semait, une partie de la semence tomba le long du chemin: les oiseaux vinrent, et la mangèrent."
MAT.13.5,"Shimbi shaliponene pamushili wa kasakalabwe, apalipo fye umushili unini. Imbuto shali lulumukile, nomba apo mushili tawashikile.","Une autre partie tomba dans les endroits pierreux, où elle navait pas beaucoup de terre: elle leva aussitôt, parce quelle ne trouva pas un sol profond;."
MAT.13.6,"Ulo akasuba kakumine, imbuto shamenene shalilalile pantu takwete mishila.","mais, quand le soleil parut, elle fut brûlée et sécha, faute de racines."
MAT.13.7,"Shimbi nasho shaliponene mu myunga. Ulo imyunga yakulile yalitabilile mbuto shali kumena, nasho epakutola.","Une autre partie tomba parmi les épines: les épines montèrent, et létouffèrent."
MAT.13.8,"Shimbi nasho shaliponene mu mushili wabune no kutwala ifisabo, shimbi shalitwele imiku mwanda umo, ne shinakwe imiku amakumi mutanda, elo shimbi shena shali amakumi yatatu yafya kushilwe.","Une autre partie tomba dans la bonne terre: elle donna du fruit, un grain cent, un autre soixante, un autre trente."
MAT.13.9,"Uuli na matwi, nga omfwe.",Que celui qui a des oreilles pour entendre entende.
